words;polarity
ALIÉNER;-1
ALIENÉE;-1
ALIENATES;-1
ALIENSION;-1
ALIÉNATION;-1
ALIENATIONS;-1
ALLÉGATION;-1
ALLÉGATIONS;-1
ALLÉGUER;-1
ALLÉGUÉ;-1
ALLEGÉMENT;-1
ALLEGES;-1
AFFAIRES;-1
ENNUYER;-1
CONTRARIÉTÉ;-1
ANNOYANCES;-1
AGACÉ;-1
ENNUYEUX;-1
ANNOYS;-1
ANNULER;-1
ANNULÉ;-1
ANNULATION;-1
ANNULATION;-1
ANNULATIONS;-1
ANNULATIONS;-1
ANOMALIES;-1
ANORMAL;-1
De façon anormale;-1
ANOMALIE;-1
ANTICOMPETITIF;-1
ANTITRUST;-1
SE DISPUTER;-1
ARGUMENTÉ;-1
ARGURER;-1
ARGUMENT;-1
ARGUMENTATIVE;-1
ARGUMENTS;-1
ARRIÉRÉ;-1
ARREARAGES;-1
ARRÉRAGES;-1
ARRÊTER;-1
ARRÊTÉ;-1
ARRÊTS;-1
ARTIFICIELLEMENT;-1
AGRESSION;-1
ASSAULTED;-1
ASSAUTER;-1
ASSAUTS;-1
ATTESTATIONS;-1
USURE;-1
BACKDATING;-1
MAL;-1
CAUTION;-1
BAILOUT;-1
BALK;-1
BALKED;-1
FAILLITE;-1
BANKRUPTES;-1
LA FAILLITE;-1
BANKRUPTED;-1
BANKRUPTING;-1
BANKRUPTS;-1
BAN;-1
BARRÉ;-1
BARRIÈRE;-1
BARRIÈRES;-1
GOULOT;-1
BOTTLENECKS;-1
BOYCOTTER;-1
BOICHE;-1
BOYCOTTING;-1
BOYCOTTS;-1
VIOLATION;-1
Enfreint;-1
VIOLATIONS;-1
VIOLATION;-1
PAUSE;-1
RUPTURE;-1
BREAKAGES;-1
PANNE;-1
RÉPARTITION;-1
RUPTURE;-1
BREAKS;-1
POT-DE-VIN;-1
SUBORNÉ;-1
BRIBERIES;-1
CORRUPTION;-1
BRIBES;-1
BRIBING;-1
PONT;-1
CASSÉ;-1
CHARGE;-1
BURDENED;-1
FOURNISSEUR;-1
BURDENS;-1
PÉNIBLE;-1
BRÛLÉ;-1
CALAMITIES;-1
CALAMITEUX;-1
CALAMITÉ;-1
ANNULER;-1
ANNULÉ;-1
ANNULATION;-1
ANNULATION;-1
ANNULATIONS;-1
ANNULÉ;-1
ANNULATION;-1
ANNULATIONS;-1
NÉGLIGENT;-1
NÉGLIGEMMENT;-1
NÉGLIGENCE;-1
VICTIMES;-1
VICTIME;-1
CATASTROPHE;-1
CATASTROPHES;-1
CATASTROPHIQUE;-1
CATASTROPHALITE;-1
MISE EN GARDE;-1
DE PRÉCAUTION;-1
ATTENU;-1
ATTENTION;-1
PRÉCAUTIONS;-1
CESSER;-1
CEASED;-1
CEASES;-1
CEASING;-1
CENSURER;-1
CENSURÉ;-1
CENSURES;-1
CENSURER;-1
DÉFI;-1
CONTESTÉ;-1
DÉFIS;-1
DIFFICILE;-1
CHARGES;-1
CIRCONVENIR;-1
CIRCULAIRE;-1
CIRCULATION;-1
CIRCONNEMENT;-1
CIRCONENTATIONS;-1
CIRCOMMANDE;-1
AFFIRMANT;-1
RÉCLAMATIONS;-1
CLAWBACK;-1
FERMÉ;-1
LIQUIDATION;-1
CLOSEOUTS;-1
FERMETURE;-1
CLÔTURES;-1
FERMETURE;-1
CLOSURES;-1
CONTRAINDRE;-1
COÉRÉ;-1
COÉRENCES;-1
COÉRING;-1
COERCITION;-1
COERCITIF;-1
EFFONDRER;-1
S'EST EFFONDRÉ;-1
COLLAPSES;-1
COLLABORATION;-1
COLLISION;-1
COLLISIONS;-1
COMPLOTER;-1
COLLUDÉ;-1
COLLUDES;-1
COLLUDING;-1
CONNIVENCE;-1
COLLOSIONS;-1
COLLISIVE;-1
SE PLAINDRE;-1
REPLIÉ;-1
DEMANDE;-1
SE PLAINT;-1
PLAINTE;-1
PLAINTES;-1
COMPLIQUER;-1
COMPLIQUÉ;-1
COMPLICATES;-1
COMPLICATION;-1
COMPLICATION;-1
COMPLICATIONS;-1
COMPULSION;-1
CACHÉ;-1
OCCULTATION;-1
CONCÉDER;-1
CONCERNE;-1
CONCEDES;-1
CONCERNE;-1
PRÉOCCUPATION;-1
CONCERNÉ;-1
PREOCCUPATIONS;-1
CONCILIER;-1
CONCILIATION;-1
CONCILIATIONS;-1
CONDAMNER;-1
CONDAMNATION;-1
CONDITIONS;-1
CONDAMNÉ;-1
CONDAMMENT;-1
CONDAMNEMENTS;-1
FERMER LES YEUX SUR;-1
CONDONEE;-1
AVOUER;-1
CONFESSÉ;-1
CONFESSE;-1
CONFESSER;-1
CONFESSION;-1
CONFINER;-1
CONFINÉ;-1
ACCOUCHEMENT;-1
CONFINEMENTS;-1
LIMITES;-1
CONFINING;-1
CONFISQUER;-1
CONFISQUÉ;-1
CONFISCTE;-1
CONFISCANT;-1
CONFISCATION;-1
CONFISCATIONS;-1
CONFLIT;-1
CONFLIT;-1
CONTRADICTOIRE;-1
CONFLITS;-1
AFFRONTER;-1
AFFRONTEMENT;-1
CONFRONTATIONAL;-1
CONFRONTATIONS;-1
CONFRONTÉ;-1
CONFRONTER;-1
CONFRONTS;-1
EMBROUILLER;-1
CONFUS;-1
Se confie;-1
DÉROUTANT;-1
EN CONFORT;-1
CONFUSION;-1
CONSPIRACIES;-1
CONSPIRATION;-1
CONSPIRATEUR;-1
CONSPIRATEUR;-1
CONSPIRATEURS;-1
CONSPIRER;-1
CONSPIRÉ;-1
CONSPIRA;-1
CONSPIRATION;-1
INTERPRÉTER;-1
CONSTRUÉ;-1
CONSTRUES;-1
CONSTRUIRE;-1
MÉPRIS;-1
COMBATTRE;-1
CONTENU;-1
CONTENDER;-1
CONTENDER;-1
CONTENTION;-1
CONTENTIONS;-1
CONTENTIE;-1
CONTENTIELLEMENT;-1
CONTESTÉ;-1
CONTESTER;-1
CONTRACTION;-1
CONTRACTIONS;-1
CONTREDIRE;-1
CONTRADICT;-1
CONTRADICTING;-1
CONTRADICTION;-1
CONTRADICTIONS;-1
CONTRADICTOIRE;-1
CONTRADICTS;-1
CONTRAIRE;-1
CONTROVERSÉ;-1
CONTROVERSES;-1
CONTROVERSE;-1
CONDAMNÉ;-1
CONDAMNÉ;-1
CONVIENT;-1
CONVICTION;-1
CONVICTIONS;-1
CORRIGÉ;-1
CORRECTION;-1
CORRECTION;-1
CORRECTIONS;-1
CORRECTE;-1
CORROMPU;-1
CORRUPTION;-1
CORRUPTION;-1
LA CORRUPTION;-1
CORRUPTIONS;-1
CORRUPTEMENT;-1
CORRUPTEMENT;-1
CHER;-1
REMBOURSEMENT;-1
CONTREFAÇON;-1
CONTREFAÇON;-1
REMBOURSEMENTS;-1
CONTREFAIRE;-1
CONTREFAÇON;-1
FAUSSAIRE;-1
CONTREFAITS;-1
CONTREFAÇON;-1
CONTREFAITS;-1
CONTREMEASURE;-1
CONTREMESURES;-1
LA CRIMINALITÉ;-1
CRIMES;-1
CRIMINEL;-1
CRIMINEMENT;-1
LES CRIMINELS;-1
CRISES;-1
CRISE;-1
CRITIQUE;-1
CRITIQUEMENT;-1
CRITIQUE;-1
DES REPROCHES;-1
CRITIQUER;-1
CRITIQUE;-1
CRITIQUE;-1
CRITIQUE;-1
CRUCIAL;-1
CRUCALEMENT;-1
CULPABILITÉ;-1
COUPABLE;-1
CULTURE;-1
LOURD;-1
RÉDUIRE;-1
CURTAILED;-1
CURTAILING;-1
RÉDUCTION;-1
CURTAILEMENTS;-1
CURTAILS;-1
COUPER;-1
RÉDUIRE;-1
CUTBACKS;-1
DOMMAGE;-1
DOMMAGE;-1
DÉGÂTS;-1
DOMMAGE;-1
HUMIDIFIER;-1
DAMPENED;-1
DANGER;-1
DANGEREUX;-1
DANGEREUSEMENT;-1
DANGERS;-1
IMPASSE;-1
DÉBALLÉ;-1
DÉBALLAGE;-1
DEADLOCKS;-1
DEADWEIGHT;-1
DEADWEIGHTS;-1
DEBARMENT;-1
DEBARMENTS;-1
DÉBARRÉ;-1
DÉCÉDÉ;-1
TROMPERIE;-1
TROMPEUR;-1
FAUSSETÉ;-1
TROMPER;-1
TROMPÉ;-1
DÉCÈS;-1
DECEPTION;-1
TROMPERIE;-1
DECEPTIONS;-1
TROMPEUR;-1
DECEPTIVEMENT;-1
DÉCLIN;-1
DIMINUÉ;-1
DECLINE;-1
DECLINING;-1
PROFITS;-1
DEEPENING;-1
PROFITE;-1
PLUS PROFOND;-1
PLUS PROFOND;-1
RENDRE ILLISIBLE;-1
DEFACÉ;-1
DÉGRADATION;-1
DIFFAMATION;-1
DÉFAMATIONS;-1
DIFFAMATOIRE;-1
DIFFAMER;-1
DEFAMED;-1
DEFAMES;-1
DEFAMING;-1
DÉFAUT;-1
DÉFAUT;-1
DEFAUT;-1
DÉFAILLEMENTS;-1
DÉFAITE;-1
VAINCU;-1
DÉFAITE;-1
DEFEATS;-1
DÉFAUT;-1
DÉFECTUEUX;-1
DEFAUTS;-1
DÉFENDRE;-1
DÉFENDEUR;-1
DEFENDANTS;-1
DEFENDÉ;-1
DEFENDER;-1
DEFENDES;-1
DÉFENSIVE;-1
REPORTER;-1
DÉFICIENCES;-1
CARENCE;-1
DEFICIENT;-1
DÉFICIT;-1
DEFICITS;-1
FRAUDER;-1
DEFRAUDÉ;-1
DEFRAUDING;-1
DEFRAUDS;-1
DÉFUNT;-1
DÉGRADATION;-1
DEGRADATIONS;-1
DÉGRADER;-1
DÉGRADÉ;-1
SE DÉGRADE;-1
DÉGRADANT;-1
RETARD;-1
DIFFÉRÉ;-1
DILATOIRE;-1
RETARDS;-1
DÉLÉTÈRE;-1
DÉLIBÉRER;-1
DELIBERÉ;-1
DÉLIBÉRÉMENT;-1
DELINQUENCES;-1
DÉLINQUANCE;-1
DÉLINQUANT;-1
DELINQUEMENT;-1
DELINQUENTS;-1
DELIST;-1
DELISÉ;-1
DELISTING;-1
DISPARITION;-1
DEMISÉ;-1
DEMISES;-1
DEMANDER;-1
DÉMOLIR;-1
DÉMOLÉ;-1
DÉMOLISES;-1
DEMOLITION;-1
DÉMOLITION;-1
DÉMOLITIONS;-1
RÉTROGRADER;-1
DEMOTÉE;-1
DEMOTES;-1
DEMOTING;-1
RÉTROGRADATION;-1
DEMOTIONS;-1
LE DÉNI;-1
DENIS;-1
DENIÉ;-1
DENIES;-1
DÉNIGRER;-1
DENGIÉ;-1
DENIGRATES;-1
Dénicher;-1
DÉNIGREMENT;-1
NIER;-1
DENYATION;-1
ÉPUISER;-1
APPAUVRI;-1
EXEMPLAIRES;-1
ARRÊTÉ;-1
ÉPUISEMENT;-1
DÉPANNAGE;-1
DÉSAPPROBATION;-1
DÉPRIMER;-1
DÉPRIMÉ;-1
DÉPRESSION;-1
DÉPRIMANT;-1
PRIVATION;-1
PRIVER;-1
PRIVÉ;-1
PRIVE;-1
PRIVATION;-1
ABANDONNÉ;-1
ABANDON;-1
DEROGATOIRE;-1
DESTABILISATION;-1
DESTABILISER;-1
DESTABILISÉ;-1
DESTABILISATION;-1
DÉTRUIRE;-1
DÉTRUIT;-1
DESTROYING;-1
DESTROIS;-1
DESTRUCTION;-1
DESTRUCTEUR;-1
DÉTENIR;-1
DÉTENU;-1
RETENUE;-1
DETENTIONS;-1
DISSUADER;-1
DÉTÉRIORER;-1
DÉTÉRIORÉ;-1
DÉTERMINENT;-1
DÉTERMINATION;-1
DÉTÉRIORATION;-1
DETERIORATIONS;-1
DÉTERMINÉ;-1
DISSUASION;-1
DETERRENCES;-1
DISSUASIF;-1
DETERRENTS;-1
DÉTERMINER;-1
DETERS;-1
DIMINUER;-1
ENTRÉE;-1
DETRACTION;-1
DÉTRIMENT;-1
PRÉJUDICIABLE;-1
DETRIMENTEMENT;-1
DETRIMENTS;-1
DÉVALUER;-1
DÉVALUÉ;-1
DEVALUES;-1
DEVALUING;-1
DÉVASTER;-1
DÉGAGÉE;-1
DÉVASTATEUR;-1
DÉVASTATION;-1
DÉVIER;-1
DÉVIÉ;-1
DÉVIATEURS;-1
DÉVIANT;-1
DÉVIATION;-1
DÉVIATIONS;-1
DÉLÉGUER;-1
DÉCONCENTRÉ;-1
DÉVOLES;-1
DEVOLVAGE;-1
DIFFICILE;-1
DES DIFFICULTÉS;-1
DIFFICILEMENT;-1
DIFFICULTÉ;-1
DIMINUER;-1
DIMINUÉ;-1
DIMINUTIONS;-1
DIMINUER;-1
DIMINUTION;-1
DÉSAVANTAGE;-1
DÉFAVORISÉ;-1
DÉSAVANTAGEUX;-1
DÉSAVANTAGES;-1
DISAFFILIATION;-1
ÊTRE EN DÉSACCORD;-1
DÉSAGRÉABLE;-1
DISIGÉE;-1
DISCONDANT;-1
DÉSACCORD;-1
DISCRETES;-1
DÉSACTIONS;-1
REFUSER;-1
DISALLOWANCE;-1
DÉSACTIVATIONS;-1
DÉSACTIVÉ;-1
Diminuer;-1
DISALLOWS;-1
DISPARAÎTRE;-1
DISPARITION;-1
DÉSAPPARATIONS;-1
DISPARU;-1
DISPARITION;-1
DÉFAUT;-1
DÉCEVOIR;-1
DÉSAPPOINTÉ;-1
DÉCEVANT;-1
DÉPASSANTEMENT;-1
DÉCEPTION;-1
DÉFAUTS;-1
DÉFAUTS;-1
DÉSAPPROBATION;-1
DÉAPROBATIONS;-1
DÉSAPPROUVER;-1
DÉSAPPROUVE;-1
DISAPPROUVE;-1
DÉSAPPROBATEUR;-1
DISJONCTEURS;-1
DISASSOCIATION;-1
DISSOCIATION;-1
DISJONCTIONS;-1
CATASTROPHE;-1
DESASTRES;-1
CATASTROPHIQUE;-1
DISASTRUSEMENT;-1
DÉSAVOUER;-1
DÉSAVEU;-1
A DISJOIGNE;-1
DÉFAILLER;-1
DISAVOWS;-1
DISCIPLINAIRE;-1
DÉSAVOUER;-1
DÉCLINÉ;-1
AVERTISSEMENT;-1
Déni de responsabilité;-1
DÉSAVEU;-1
DÉNECTE;-1
DIVULGUER;-1
DIVULGUÉ;-1
DIVULGUE;-1
DIVULGATION;-1
INTERRUPTION;-1
DISCONTINUTIONS;-1
ARRÊT;-1
DÉCONTINUATIONS;-1
CESSER;-1
DISCONTINUÉ;-1
DÉCONTINTE;-1
DISCONTINUING;-1
DÉCOURAGER;-1
DÉCOURAGÉ;-1
DISCOURS;-1
DÉCOURAGEANT;-1
DISCRÉDIT;-1
DISCRÉDITÉ;-1
DISCRÉTION;-1
DISCRÉDITÉS;-1
DISCREPANCIES;-1
CONTRADICTION;-1
DISFAVOR;-1
DÉFAVORÉ;-1
DÉFAVORER;-1
DISFAVATEURS;-1
DISGORGE;-1
DÉGAGÉE;-1
DISGORGEMENT;-1
DISGORGEMENTS;-1
DISGORGES;-1
DÉGAGEMENT;-1
DISGRÂCE;-1
HONTEUX;-1
GÉOGRAPHIQUEMENT;-1
MALHONNÊTE;-1
MÉMOIRE;-1
MALHONNÊTETÉ;-1
DÉSHONORER;-1
DÉSHONORANT;-1
De façon déshonneuse;-1
DÉSHONORÉ;-1
DÉCHARGE;-1
LES DISHONNES;-1
DISINCENTIFS;-1
DÉSINTÉRESSÉ;-1
DISINTERESTÉMENT;-1
DISINTERESTEDNESS;-1
DÉLOYAL;-1
DÉLOYALEMENT;-1
DÉLOYAUTÉ;-1
LUGUBRE;-1
LAMENTABLEMENT;-1
REJETER;-1
CONGÉDIEMENT;-1
DEMANDES;-1
REJETÉ;-1
REJETTE;-1
FONCTIONNEMENT;-1
DÉSORDONNÉ;-1
DÉNIGRER;-1
DISPARATÉE;-1
DÉNIGREMENT;-1
DISPARATIONS;-1
DISPARATIONS;-1
DÉSOBLIGEANT;-1
DISPONIBLEMENT;-1
DISPARITÉS;-1
DISPARITÉ;-1
DÉPLACER;-1
DÉPLACÉ;-1
DÉPLACEMENT;-1
DÉPLACEMENTS;-1
DÉPLACEMENTS;-1
DÉPLACEMENT;-1
DISPOSER;-1
DÉPOSSÉDER;-1
DISTRIBUÉ;-1
DISPOSSES;-1
DISTRIBUTION;-1
DISPROPORTION;-1
DISPROPORTIONNEL;-1
DISPROPORTIONNÉ;-1
DISPROPORTIONNÉ;-1
CONTESTATION;-1
CONTESTÉ;-1
DES DISPUTES;-1
DISPOSITION;-1
DISQUALIFICATION;-1
DISQUALIFICATIONS;-1
DISQUALIFIÉ;-1
DISQUALIFIE;-1
DISQUALIFIER;-1
DISQUALIFICATION;-1
MÉPRIS;-1
DISREGARDÉ;-1
DISREGARDING;-1
DISTRIBUÉS;-1
DE MAUVAISE RÉPUTATION;-1
DÉCONSIDÉRATION;-1
PERTURBER;-1
DISRUMÉ;-1
DISRUPTION;-1
PERTURBATION;-1
DISRUPTIONS;-1
PERTURBATEUR;-1
DISRUPTIONS;-1
INSATISFACTION;-1
MÉCONTENT;-1
CONTESTATION;-1
DISSENTÉE;-1
DISSIDENT;-1
DISSENTERS;-1
DISSIDENCE;-1
DISSENTS;-1
DISSIDENT;-1
DISSIDENTS;-1
DISSOLUTION;-1
DISSOLUTIONS;-1
FAUSSER;-1
DÉFORMÉ;-1
DISTORSION;-1
DISTORSION;-1
DISTORSIONS;-1
DISTORS;-1
DISTRAIRE;-1
DISTRAITS;-1
DISTRACTION;-1
DISTRACTION;-1
DISTRACTIONS;-1
DISTRACTS;-1
DÉTRESSE;-1
AFFLIGÉ;-1
DÉRANGER;-1
PERTURBATION;-1
DISTURBANCES;-1
PERTURBÉ;-1
INQUIÉTANT;-1
DISTURBES;-1
DÉRIVATION;-1
DÉROUTER;-1
DIVERTÉ;-1
DIVERTISSEMENT;-1
DIVERTISSEMENTS;-1
DÉPOUILLER;-1
DIVISÉ;-1
DIVISE;-1
DIVISETS;-1
DIVISETS;-1
DIVISATION;-1
DIVISTIES;-1
DIVISTS;-1
DIVORCE;-1
DIVORCÉ;-1
DIVULGUER;-1
DIVULGÉ;-1
DIVULGUE;-1
DIVULGATION;-1
DOUTE;-1
DOUBLE;-1
DOUTEUX;-1
LES DOUTES;-1
RÉTROGRADER;-1
DOWNGRADED;-1
DOWNGRADES;-1
DOWNGRADING;-1
DOWNSIZE;-1
DOWNSIZED;-1
DOWNSIZES;-1
DOWNSING;-1
BAISSE;-1
TEMPS BAS;-1
DOWNTIMES;-1
