words;polarity
dissenters;-1
afwijkende;-1
dissidenten;-1
dissidente;-1
dissidenten;-1
ontbinding;-1
ontbindingen;-1
verdraaien;-1
vervormd;-1
vervalsen;-1
vervorming;-1
vervormingen;-1
vervormt;-1
afleiden;-1
afgeleid;-1
afleidende;-1
afleiding;-1
afleiding;-1
afleidt;-1
nood;-1
distressed;-1
storen;-1
verstoring;-1
verstoringen;-1
verstoord;-1
storend;-1
verstoort;-1
diversion;-1
divert;-1
diverted;-1
het omleiden;-1
doorschakelen;-1
ontnemen;-1
gedesinves-;-1
afstoten;-1
afstoting;-1
desinvesteringen;-1
desinvesteringen;-1
desinvesteringen;-1
verkoopt;-1
scheiden;-1
gescheiden;-1
onthullen;-1
onthuld;-1
onthult;-1
onthullen;-1
twijfel;-1
twijfelde;-1
twijfelachtig;-1
twijfel;-1
downgrade;-1
gedegradeerd;-1
downgrades;-1
terugzetting;-1
downsize;-1
afgeslankt;-1
verkleint;-1
verkleinen;-1
inkrimpingen;-1
downtime;-1
stilstandtijden;-1
daling;-1
recessies;-1
beneden;-1
naar beneden;-1
slepen;-1
drastic;-1
drastisch;-1
nadeel;-1
nadelen;-1
liet vallen;-1
droogte;-1
droogten;-1
dwang;-1
dysfunctie;-1
dysfunctioneel;-1
disfuncties;-1
versoepeling;-1
flagrante;-1
egregiously;-1
embargo;-1
embargo;-1
embargo;-1
#NOM?;-1
in verlegenheid brengen;-1
in verlegenheid gebracht;-1
gˆnant;-1
gˆnant;-1
verlegenheid;-1
verlegenheid;-1
verduisteren;-1
verduisterd;-1
verduistering;-1
verduisteringen;-1
verduisteraar;-1
verduistert;-1
verduistering;-1
inbreuk;-1
aangetast;-1
rukt op;-1
oprukkende;-1
inbreuk;-1
aantasting;-1
belasten;-1
bezwaard;-1
bezwaren;-1
bezwaart;-1
last;-1
lasten;-1
in gevaar brengen;-1
bedreigde;-1
in gevaar te brengen;-1
bedreiging;-1
in gevaar brengt;-1
bevelen;-1
bevolen;-1
enjoining;-1
gebiedt;-1
erode;-1
ge?rodeerde;-1
erodeert;-1
eroderen;-1
erosie;-1
onregelmatig;-1
onregelmatig;-1
gedwaald;-1
zondig;-1
onjuist;-1
verkeerd;-1
fout;-1
fouten;-1
dwaalt;-1
uitbreiden;-1
escaleerde;-1
escaleert;-1
escalerende;-1
ontwijken;-1
ontdoken;-1
ontwijkt;-1
ontgaan;-1
evasion;-1
uitvluchten;-1
ontwijkend;-1
uitzetten;-1
uitgezet;-1
verdrijven;-1
uitzetting;-1
uitzettingen;-1
evicts;-1
verscherpen;-1
verergerd;-1
verergert;-1
verergeren;-1
exacerbatie;-1
exacerbaties;-1
overdrijven;-1
overdreven;-1
overdrijft;-1
overdrijven;-1
overdrijving;-1
buitensporig;-1
te veel;-1
vrijpleiten;-1
disculpeert;-1
exculpates;-1
ontlastende;-1
verontschuldiging;-1
exculpations;-1
verontschuldigend;-1
stel;-1
vrijgesproken;-1
vrijstelt;-1
ontlastende;-1
vrijstelling;-1
vrijstellingen;-1
exploiteren;-1
exploitatie;-1
exploitations;-1
uitbuitende;-1
ge?xploiteerd;-1
exploitatie;-1
exploits;-1
bloot;-1
exposed;-1
blootstelt;-1
blootstelde;-1
onteigenen;-1
onteigend;-1
onteigent;-1
onteigenen;-1
onteigening;-1
onteigeningen;-1
uitwijzing;-1
uitzettingen;-1
verzachtend;-1
fail;-1
mislukt;-1
falende;-1
tekortkomingen;-1
faalt;-1
mislukking;-1
failures;-1
fallout;-1
valse;-1
vals;-1
vervalsing;-1
vervalsingen;-1
vervalst;-1
vervalst;-1
vervalsen;-1
vervalsen;-1
valsheid;-1
sterfgevallen;-1
fatality;-1
gedoemd;-1
fout;-1
faulted;-1
fouten;-1
faulty;-1
angst;-1
angsten;-1
misdrijven;-1
misdadig;-1
misdrijf;-1
fictief;-1
beboet;-1
boetes;-1
brand gestoken;-1
vuren;-1
fout;-1
gebrekkige;-1
gebreken;-1
verbieden;-1
verboden;-1
verbieden;-1
verbiedt;-1
dwingen;-1
gedwongen;-1
forcing;-1
af te schermen;-1
afgeschermd;-1
afschermt;-1
afgegrendeld;-1
verhindering;-1
verhinderingen;-1
offeren;-1
afziet;-1
uitgemaakte;-1
voorkomen;-1
voorkwam;-1
forestalling;-1
forestalls;-1
verbeuren;-1
verbeurd;-1
verspelen;-1
verbeurt;-1
verbeurdverklaring;-1
verbeurdverklaringen;-1
vervalsers;-1
namaak;-1
fraude;-1
fraudes;-1
bedrog;-1
frauduleuze;-1
bedrieglijk;-1
frivool;-1
lichtzinnig;-1
frustreren;-1
gefrustreerd;-1
frustreert;-1
frustrerend;-1
frustrerend;-1
frustratie;-1
frustraties;-1
fugitive;-1
fugitives;-1
gratis;-1
kosteloos;-1
ongerief;-1
bezwaren;-1
uitgesproken;-1
ongegrond;-1
schuldig;-1
halt;-1
halted;-1
hamper;-1
gehinderd;-1
belemmeren;-1
belemmert;-1
kwellen;-1
lastiggevallen;-1
storend;-1
lastig vallen;-1
hardship;-1
ontberingen;-1
harm;-1
benadeeld;-1
schadelijk;-1
schadelijk;-1
schaden;-1
harms;-1
harsh;-1
zwaardere;-1
ruwste;-1
hard;-1
hardheid;-1
gevaar;-1
gevaarlijke;-1
gevaren;-1
hinder;-1
belemmerd;-1
belemmeren;-1
hinders;-1
hinder;-1
hindernissen;-1
vijandig;-1
vijandigheid;-1
pijn doen;-1
kwetsen;-1
idle;-1
idled;-1
stationair;-1
negeren;-1
buiten beschouwing gelaten;-1
negeert;-1
negeren;-1
ziek;-1
onwettig;-1
onrechtmatigheden;-1
onwettigheid;-1
illegaal;-1
onleesbaar;-1
illegale;-1
illegaal;-1
illiquide;-1
illiquiditeit;-1
onbalans;-1
onevenwichtigheden;-1
onvolwassen;-1
immoreel;-1
aantasten;-1
bijzondere waardevermindering;-1
afbreuk;-1
impairment;-1
bijzondere waardeverminderingen;-1
schaadt;-1
impasse;-1
impasses;-1
belemmeren;-1
belemmerd;-1
belemmert;-1
belemmering;-1
belemmeringen;-1
hinderlijke;-1
dreigend;-1
voorschrift;-1
onvolmaaktheid;-1
onvolkomenheden;-1
in gevaar brengen;-1
ontoelaatbaarheid;-1
betrekken;-1
betrokken;-1
impliceert;-1
implicating;-1
onmogelijkheid;-1
onmogelijk;-1
confisqueren;-1
in beslag hebben genomen;-1
het in beslag nemen;-1
impounds;-1
onuitvoerbaar;-1
onpraktisch;-1
onmogelijkheden;-1
onuitvoerbaarheid;-1
gevangenisstraf;-1
onjuist;-1
onjuist;-1
onjuistheden;-1
ongepastheid;-1
onvoorzichtig;-1
onvoorzichtig;-1
onvermogen;-1
ontoegankelijk;-1
onnauwkeurigheden;-1
onnauwkeurigheid;-1
onnauwkeurige;-1
incorrect;-1
inactie;-1
inactiviteit;-1
inactiveren;-1
ge?nactiveerd;-1
inactiveert;-1
inactiveren;-1
inactivatie;-1
inactiveringen;-1
inactiviteit;-1
onvolkomenheden;-1
ontoereikendheid;-1
onvoldoende;-1
onvoldoende;-1
onachtzaam;-1
onopzettelijk;-1
niet raadzaam;-1
afgeraden;-1
ongepast;-1
ongepaste;-1
onoplettendheid;-1
niet kunnen;-1
arbeidsongeschikt;-1
ongeschiktheid;-1
opsluiten;-1
opgesloten;-1
incarcerates;-1
opsluiten;-1
opsluiting;-1
opsluitingen;-1
invloed;-1
incidences;-1
incident;-1
incidenten;-1
onverenigbaarheden;-1
onverenigbaarheid;-1
onverenigbaar;-1
incompetentie;-1
incompetency;-1
incompetent;-1
incompetently;-1
incompetents;-1
incompleet;-1
onvolledig;-1
onvolledigheden;-1
afdoende;-1
inconsistenties;-1
inconsistentie;-1
inconsistente;-1
onregelmatig;-1
ongemak;-1
ongemakken;-1
lastig;-1
onjuist;-1
verkeerd;-1
onjuistheid;-1
onfatsoenlijkheid;-1
onfatsoenlijk;-1
onaantastbaar;-1
indefeasibly;-1
aanklagen;-1
indictable;-1
beschuldigd;-1
aanklagen;-1
aanklacht;-1
aanklachten;-1
ineffectief;-1
ondoelmatig;-1
ineffectiviteit;-1
ineffici‰nties;-1
ondoeltreffendheid;-1
ineffici?nt;-1
ineffici‰nt;-1
uitsluiting;-1
subsidiabele;-1
onbillijk;-1
ongelijk;-1
ongelijkheid;-1
onrecht;-1
