ADROITLY;Positiv;
ADULATION;Positiv;
ADULT;;
ADULT;Positiv;
ADULTERATE;;Negativ
ADULTERATION;;Negativ
ADULTERY;;Negativ
ADVANCE;Positiv;
ADVANCE;Positiv;
ADVANCE;Positiv;
ADVANCE;;
ADVANCEMENT;Positiv;
ADVANTAGE;Positiv;
ADVANTAGEOUS;Positiv;
ADVENT;Positiv;
ADVENTURE;;
ADVENTURESOME;Positiv;
ADVENTUROUS;Positiv;
ADVERSARY;;Negativ
ADVERSE;;Negativ
ADVERSITY;;Negativ
ADVICE;;
ADVISABLE;Positiv;
ADVISE;;
ADVISER;;
ADVISOR;;
ADVISORY;;
ADVOCACY;Positiv;
ADVOCATE;;
ADVOCATE;;
AESTHETIC;;
AFFABILITY;Positiv;
AFFABLE;Positiv;
AFFAIR;;
AFFAIR;;
AFFAIR;;
AFFECT;;
AFFECTATION;;Negativ
AFFECTION;Positiv;
AFFECTIONATE;Positiv;
AFFILIATE;Positiv;
AFFILIATION;Positiv;
AFFINITY;Positiv;
AFFIRM;Positiv;
AFFIRMANCE;;
AFFIRMATION;Positiv;
AFFIRMATIVE;Positiv;
AFFIX;Positiv;
AFFLICT;;Negativ
AFFLICTION;;Negativ
AFFLUENCE;Positiv;
AFFLUENT;Positiv;
AFFORD;;
AFFORD;;
AFGHANISTAN;;
AFLOAT;Positiv;
AFRAID;;
AFRAID;;Negativ
AFRICA;;
AFRICAN;;
AFTER;;
AFTER;;
AFTER;;
AFTERNOON;;
AFTERWARD;;
AGAIN;;
AGAIN;;
AGAIN;;
AGAINST;;Negativ
AGE;;
AGE;;
AGE;;
AGE;;
AGENCY;;
AGENT;;
AGGRAVATE;;Negativ
AGGRAVATION;;Negativ
AGGREGATE;Positiv;
AGGREGATION;Positiv;
AGGRESSION;;Negativ
AGGRESSIVE;;Negativ
AGGRESSIVENESS;;Negativ
AGGRESSOR;;Negativ
AGGRIEVE;;Negativ
AGHAST;;Negativ
AGILE;Positiv;
AGILITY;Positiv;
AGITATE;;Negativ
AGITATION;;Negativ
AGITATOR;;Negativ
AGO;;
AGONIZE;;Negativ
AGONY;;Negativ
AGRARIAN;;
AGREE;;
AGREE;;
AGREEABLE;Positiv;
AGREEMENT;Positiv;
AGRICULTURAL;;
AGRICULTURE;;
AHEAD;;
AID;Positiv;
AID;Positiv;
AID;;
AIDE;;
AIL;;Negativ
AILMENT;;Negativ
AIM;;
AIM;;
AIMLESS;;Negativ
AIN'T;;
AIR;;
AIR;;
AIR;;
AIR;;
AIR;;
AIR;;
AIR;;
AIRCRAFT;;
AIRPLANE;;
AIRPORT;;
AKIN;;
ALABAMA;;
ALARM;;
ALARM;;Negativ
ALARMING;;Negativ
ALAS;;Negativ
ALASKA;;
ALBANIA;;
ALBUM;;
ALCOHOLIC;;
ALERT;;
ALERTNESS;Positiv;
ALGERIA;;
ALGIERS;;
ALIBI;;Negativ
ALIEN;;Negativ
ALIENATE;;Negativ
ALIENATION;;Negativ
ALIGHT;Positiv;
ALIGN;;
ALIGN;;
ALIKE;;
ALIVE;Positiv;
ALL;;
ALL;;
ALL;;
ALL;;
ALL;;
ALL;;
ALL;;
ALL;;
ALL;;
ALL;;
ALL;;
ALL;;
ALL;;
ALL_;;
ALL_;;
ALL_;;
ALL_;;
ALLEDGE;;
ALLEGATION;;Negativ
ALLEGE;;Negativ
ALLEGIANCE;Positiv;
ALLEVIATE;Positiv;
ALLIANCE;Positiv;
ALLIED;Positiv;
ALLIES;Positiv;
ALLOCATION;;
ALLOT;;
ALLOTMENT;;
ALLOW;Positiv;
ALLOW;;
ALLOWABLE;Positiv;
ALLOWANCE;Positiv;
ALLURE;Positiv;
ALLUSION;;
ALLY;Positiv;
ALLY;;
ALMIGHTY;Positiv;
ALMOST;;
ALONE;;
ALONE;;
ALONE;;
ALONG;;
ALONG;;
ALONG;;
ALONG;;
ALONGSIDE;;
ALOOF;;Negativ
ALOUD;;
ALREADY;;
ALRIGHT;;
ALSO;;
ALTER;;
ALTERATION;;
ALTERCATION;;Negativ
ALTERNATE;;
ALTERNATE;;
ALTERNATIVE;;
ALTHOUGH;;
ALTOGETHER;;
ALTRUISTIC;Positiv;
ALUMINIUM;;
ALUMINUM;;
ALWAYS;;
AM;;
AM;;
AM;;
AMATEUR;;
AMAZE;;
AMAZE;;
AMAZEMENT;Positiv;
AMAZING;Positiv;
AMBASSADOR;;
AMBIGUITY;;Negativ
AMBIGUOUS;;Negativ
AMBITION;;
AMBITIOUS;;
AMBIVALENT;;Negativ
AMBULANCE;;
AMBUSH;;Negativ
AMBUSH;;Negativ
AMELIORATE;Positiv;
AMELIORATION;;
AMEN;;
AMENABLE;Positiv;
AMEND;;
AMEND;;
AMENDMENT;;
AMENITY;Positiv;
AMERICA;;
AMERICAN;;
AMIABILITY;Positiv;
AMIABLE;Positiv;
AMICABLE;Positiv;
AMID;;
AMIDST;;
AMISS;;Negativ
AMMUNITION;;
AMNESTY;Positiv;
AMONG;;
AMOUNT;;
AMOUNT;;
AMOUR;Positiv;
AMPLE;Positiv;
AMPLIFY;Positiv;
AMPLY;Positiv;
AMPUTATE;;Negativ
AMUSE;Positiv;
AMUSEMENT;Positiv;
AN;;
ANALOGOUS;;
ANALOGY;;
ANALYSE;;
ANALYSIS;;
ANALYST;;
ANALYTIC;;
ANALYTICAL;;
ANALYZE;;
ANARCHIST;;Negativ
ANARCHY;;Negativ
ANCESTOR;;
ANCHOR;;
ANCHOR;;
ANCIENT;;
AND;;
ANECDOTE;;
ANEW;;
ANGEL;Positiv;
ANGELIC;Positiv;
ANGER;;Negativ
ANGER;;Negativ
ANGLE;;
ANGOLA;;
ANGRY;;Negativ
ANGUISH;;Negativ
ANIMAL;;
ANIMATE;;
ANIMATION;;
ANIMOSITY;;Negativ
ANKLE;;
ANNALS;;
ANNIHILATE;;Negativ
ANNIHILATION;;Negativ
ANNIVERSARY;;
ANNOUNCE;;
ANNOUNCE;;
ANNOUNCEMENT;;
ANNOY;;Negativ
ANNOYANCE;;Negativ
ANNUAL;;
ANNUITY;;
ANOINT;Positiv;
ANOMALOUS;;Negativ
ANOMALY;;Negativ
ANONYMOUS;;
ANOTHER;;
ANOTHER;;
ANOTHER;;
ANSWER;;
ANSWER;;
ANSWERABLE;;
ANT;;
ANTAGONISE;;
ANTAGONISM;;Negativ
ANTAGONIST;;Negativ
ANTAGONISTIC;;Negativ
ANTAGONIZE;;Negativ
ANTARCTICA;;
ANTI-SOCIAL;;Negativ
ANTI-TRUST;;
ANTICIPATE;;
ANTICIPATION;;
ANTIPATHY;;Negativ
ANTIQUATED;;Negativ
ANTITRUST;;Negativ
ANXIETY;;Negativ
ANXIOUS;;
ANXIOUS;;Negativ
ANXIOUS;;Negativ
ANXIOUSNESS;;Negativ
ANY;;
ANY;;
ANY;;
ANY;;
ANY;;
ANYBODY;;
ANYHOW;;
ANYMORE;;
ANYONE;;
ANYTHING;;
ANYWAY;;
ANYWHERE;;
APART;;
APART;;
APART;;
APARTMENT;;
APATHETIC;;Negativ
APATHY;;Negativ
APOCALYPSE;Positiv;
APOLOGETIC;;
APOLOGIZE;;
APOLOGY;;
APPALL;;Negativ
APPALL;;Negativ
APPARATUS;;
APPARENT;;
APPARENT;;
APPEAL;;
APPEAL;;
APPEAL;Positiv;
APPEAR;;
APPEAR;;
APPEARANCE;;
APPEASE;Positiv;
APPEASEMENT;;
APPEND;Positiv;
APPERTAIN;;
APPETITE;;
APPLAUD;Positiv;
APPLAUSE;Positiv;
APPLICABLE;;
APPLICANT;;
APPLICATION;;
APPLY;;
APPLY;;
APPLY;;
APPLY;;
APPOINT;Positiv;
APPOINT;Positiv;
APPOINTMENT;;
APPRAISAL;;
APPRAISE;;
APPRECIABLE;Positiv;
APPRECIATE;Positiv;
APPRECIATION;Positiv;
APPRECIATIVE;Positiv;
APPREHEND;Positiv;
APPREHENSION;;Negativ
APPREHENSIVE;;Negativ
APPROACH;Positiv;
APPROACH;Positiv;
APPROPRIATE;Positiv;
APPROPRIATE;;
APPROPRIATION;;
APPROVAL;Positiv;
APPROVE;Positiv;
APPROVE;Positiv;
APPROXIMATE;;
APPROXIMATELY;;
APRIL;;
APT;Positiv;
APTITUDE;Positiv;
ARAB;;
ARABIA;;
ARBITER;Positiv;
ARBITRARY;;Negativ
ARBITRATE;Positiv;
ARBITRATION;Positiv;
ARBITRATOR;;
ARCH;;
ARCH;;
ARCHITECT;;
ARCHITECTURE;;
ARDENT;Positiv;
ARDOUR;;
ARDUOUS;;Negativ
ARE;;
ARE;;
ARE;;
ARE;;
AREA;;
ARENA;;
ARGENTINE;;
ARGUE;;Negativ
ARGUE;;
ARGUMENT;;Negativ
ARGUMENT;;
ARID;;
ARISE;;
ARISEN;Positiv;
ARISTOCRACY;Positiv;
ARISTOCRAT;Positiv;
ARISTOCRATIC;Positiv;
ARIZONA;;
ARKANSAS;;
ARM;;
ARM;;
ARM;;
ARMAMENT;;
ARMED;;
ARMED;;
ARMISTICE;;
ARMY;;
AROSE;;
AROUND;;
AROUSE;;
ARRANGE;;
ARRANGE;;
ARRANGEMENT;;
ARREST;;Negativ
ARREST;;Negativ
ARREST;Positiv;
ARRIVAL;;
ARRIVE;;
ARROGANCE;;Negativ
ARROGANT;;Negativ
ARROW;;
ARSENAL;;
ART;Positiv;
ART;;
ART;;
ART;Positiv;
ARTERY;;
ARTICLE;;
ARTICULATE;;
ARTICULATE;;
ARTIFICIAL;;Negativ
ARTIST;;
ARTISTIC;;
AS;;
AS;;
AS;;
AS;;
AS;;
AS;;
AS;;
AS;;
AS;;
AS;;
AS;;
AS;;
AS_;;
AS_;;
AS_;;
ASCEND;;
ASCENDANCY;;
ASCENDANT;;
ASCENT;;
ASCERTAIN;;
ASCERTAINMENT;;
ASCRIBE;Positiv;
ASH;;
ASHAMED;;Negativ
ASIA;;
ASIDE;;
ASIDE;;
ASK;;
ASK;;
ASLEEP;;
ASPECT;;
ASPIRATION;Positiv;
ASPIRE;Positiv;
ASS;;
ASSAIL;;Negativ
ASSAILANT;;Negativ
ASSASSIN;;Negativ
ASSASSINATE;;Negativ
ASSASSINATION;;
ASSAULT;;Negativ
ASSAULT;;Negativ
ASSEMBLE;;
ASSEMBLY;;
ASSENT;Positiv;
ASSERT;;
ASSERTION;Positiv;
ASSERTIVE;;
ASSESS;;
ASSESSMENT;;
ASSESSOR;;
ASSET;Positiv;
ASSIGN;;
ASSIGN;;
ASSIGNMENT;;
ASSIMILATE;;
ASSIST;Positiv;
ASSIST;Positiv;
ASSISTANCE;Positiv;
ASSISTANT;Positiv;
ASSOCIATE;Positiv;
ASSOCIATE;Positiv;
ASSOCIATE;Positiv;
ASSOCIATION;Positiv;
ASSOCIATION;Positiv;
ASSUME;;
ASSUME;;
ASSUMPTION;;
ASSURANCE;Positiv;
ASSURE;Positiv;
ASSURE;Positiv;
ASSURE;Positiv;
ASSUREDLY;Positiv;
ASSUREDNESS;;
ASTONISH;;
ASTONISH;;
ASTOUND;Positiv;
ASTRAY;;Negativ
ASTRONOMICAL;;
ASTRONOMY;;
ASTUTE;Positiv;
ASUNDER;;Negativ
AT;;
ATE;;
ATHLETIC;Positiv;
ATLANTIC;;
ATLANTIC-ALIANCE;;
ATLANTIC-COMMUNITY;;
ATLANTIC-PACT;;
ATLAS;;
ATMOSPHERE;;
ATOM;;
ATOMIC;;
ATOP;;
ATROCIOUS;;Negativ
ATROPHY;;Negativ
ATTACH;;
ATTACHMENT;Positiv;
ATTACK;;Negativ
ATTACK;;Negativ
ATTACK;;Negativ
ATTACKER;;
ATTAIN;Positiv;
ATTAINABLE;;
ATTAINMENT;Positiv;
ATTEMPT;;
ATTEMPT;;
ATTEMPT;;
ATTEND;Positiv;
ATTEND;;
ATTENDANCE;Positiv;
ATTENDANT;;
ATTENTION;;
ATTENTIVE;Positiv;
ATTEST;;
ATTIC;;
ATTITUDE;;
ATTORNEY;;
ATTRACT;Positiv;
ATTRACTION;Positiv;
ATTRACTIVE;Positiv;
ATTRACTIVENESS;Positiv;
ATTRIBUTE;;
ATTRIBUTE;;
ATTUNE;Positiv;
AUCTION;;
AUDACIOUS;;Negativ
AUDACITY;;Negativ
AUDIBLE;Positiv;
AUDIENCE;;
AUDITOR;;
AUGMENT;Positiv;
AUGMENTATION;Positiv;
AUGUST;;
AUNT;;
AUSPICIOUS;Positiv;
AUSTERE;;Negativ
AUSTRALIA;;
AUSTRALIAN;;
AUSTRIA;;
AUSTRIAN;;
AUTHENTIC;Positiv;
AUTHENTICITY;Positiv;
AUTHOR;;
AUTHORISE;;
AUTHORITARIAN;;
AUTHORITATIVE;Positiv;
AUTHORITY;Positiv;
AUTHORIZE;;
AUTHORIZE;;
AUTO;;
AUTOCRAT;;Negativ
AUTOCRATIC;;Negativ
AUTOMATIC;;
AUTOMOBILE;;
AUTOMOTIVE;;
AUTONOMOUS;Positiv;
AUTONOMY;;
AUTUMN;;
AUXILIARY;;
AVAIL;;
AVAILABILITY;Positiv;
AVAILABLE;;
AVARICE;;Negativ
AVARICIOUS;;Negativ
AVENGE;;Negativ
AVENUE;;
AVERAGE;;
AVERAGE;;
AVERAGE;;
AVERSION;;Negativ
AVERT;;Negativ
AVID;Positiv;
AVOID;;Negativ
AVOIDANCE;;Negativ
AVOWAL;;
AWAIT;;
AWAKE;;
AWAKEN;;
AWARD;Positiv;
AWARD;Positiv;
AWARE;Positiv;
AWARENESS;Positiv;
AWAY;;
AWAY;;
AWAY;;
AWAY;;
AWE;;
AWFUL;;Negativ
AWFUL;;
AWFUL;;
AWHILE;;
AWKWARD;;Negativ
AWKWARDNESS;;Negativ
AWOKE;;
AX;;Negativ
AXE;;
AXIS;;
AXLE;;
BABBLE;;Negativ
BABY;;
BABY;;
BABY;;
BACHELOR;;
BACK;;
BACK;Positiv;
BACK;;
BACK;;
BACK;Positiv;
BACK;;
BACK;;
BACK;;
BACKBONE;Positiv;
BACKER;Positiv;
BACKGROUND;;
BACKING;Positiv;
BACKWARD;;Negativ
BACKWARDNESS;;Negativ
BACON;;
BAD;;Negativ
BADGER;;
BADLY;;Negativ
BAFFLE;;Negativ
BAFFLEMENT;;Negativ
BAG;;
BAG;;
BAIL;;Negativ
BAIT;;Negativ
BAKE;;
BAKER;;
BALANCE;;
BALANCE;;
BALE;;
BALK;;Negativ
BALL;;
BALL;;
BALL;;
BALL;;
BALL;Positiv;
BALL;Positiv;
BALLET;;
BALLISTIC;;
BALLOON;;
BALLOT;;
BALMY;Positiv;
BAN;;
BAN;;
BANAL;;Negativ
BAND;;
BAND;;
BANDIT;;Negativ
BANDSTAND;;
BANE;;Negativ
BANISH;;Negativ
BANISH;;Negativ
BANISHMENT;;Negativ
BANK;;
BANK;;
BANK;;
BANK;;
BANKER;;
BANKRUPT;;Negativ
BANKRUPTCY;;Negativ
BANQUET;;
BANTER;;
BANTER;;
BAPTISM;Positiv;
BAPTIZE;Positiv;
BAR;;
BAR;;
BAR;;
BAR;;Negativ
BAR;;
BAR;;
BARBARIAN;;Negativ
BARBAROUS;;Negativ
BARBER;;
BARD;;
BARELY;;
BARGAIN;Positiv;
BARK;;
BARK;;
BARN;;
BARREL;;
BARREN;;Negativ
BARRIER;;Negativ
BASE;;
BASE;;
BASEBALL;;
BASEMENT;;
BASHFUL;;Negativ
BASIC;Positiv;
BASIC;Positiv;
BASIS;;
BASKET;;
BASTARD;;Negativ
BAT;;
BAT;;
BATH;;
BATHE;;
BATHROOM;;
BATHROOM;;
BATTLE;;Negativ
BATTLE;;Negativ
BATTLEFIELD;;Negativ
BATTLESHIP;;
BAVARIA;;
BAY;;
BE;;
BE;;
BE;;
BE;;
BEACH;;
BEACON;Positiv;
BEAM;;
BEAM;;
BEAN;;
BEAR;;
BEAR;;
BEAR;;
BEAR;;
BEAR;;
BEAR;;
BEAR;;
BEAR;;
BEAR;;
BEAR;;
BEAR_;;
BEARD;;
BEARER;;
BEASTLY;;Negativ
BEAT;;
BEAT;;Negativ
BEAT;;Negativ
BEAT;;Negativ
BEATEN;;
BEAUTEOUS;Positiv;
BEAUTIFUL;;
BEAUTIFY;Positiv;
BEAUTY;Positiv;
BEAVER;;
BECAME;;
BECAUSE;;
BECAUSE;;
BECKON;;
BECOME;;
BED;;
BED;;
BED;;
BED;;
BEDROOM;;
BEEF;;
BEEN;;
BEEN;;
BEEN;;
BEEP;;
BEER;;
BEFIT;Positiv;
BEFITTING;Positiv;
BEFORE;;
BEFRIEND;Positiv;
BEG;;Negativ
BEGAN;;
BEGGAR;;Negativ
BEGIN;;
BEGIN;;
BEGINNER;;
BEGUN;;
BEHALF;Positiv;
BEHAVE;;
BEHAVIOR;;
BEHAVIOUR;;
BEHEAD;;Negativ
BEHIND;;
BEING;;
BEING;;
BEING;;
BELATED;;Negativ
BELGIAN;;
BELGIUM;;
BELIE;;Negativ
BELIEF;;
BELIEVE;;
BELIEVE;;
BELIEVE;;
BELIEVER;;
BELITTLE;;Negativ
BELLIGERENT;;Negativ
BELLY;;
BELONG;;
BELONG;;
BELOVED;Positiv;
BELOW;;
BELT;;
BELT;;Negativ
BEND;;
BEND;;
BENEATH;;
BENEFACTOR;Positiv;
BENEFICENT;Positiv;
BENEFICIAL;Positiv;
BENEFICIARY;Positiv;
BENEFIT;Positiv;
BENEFIT;Positiv;
BENEFIT;Positiv;
BENEVOLENCE;Positiv;
BENEVOLENT;Positiv;
BENIGN;Positiv;
BENT;;
BEQUEATH;Positiv;
BERATE;;
BEREAVE;;Negativ
BEREAVEMENT;;Negativ
BEREFT;;Negativ
BERLIN;;
BERSERK;;Negativ
BESEECH;;Negativ
BESET;;Negativ
BESIDE;;
BESIDE;;
BESIDE;;
BESIEGE;;Negativ
BEST;Positiv;
BESTOW;Positiv;
BET;;
BET;;
BETRAY;;Negativ
BETRAYAL;;Negativ
BETROTH;Positiv;
BETROTHAL;Positiv;
BETTER;Positiv;
BETTER;Positiv;
BETTER;;
BETTERMENT;;
BETWEEN;;
BEWARE;;Negativ
BEWILDER;;Negativ
BEWILDERMENT;;Negativ
BEYOND;;
BIBLE;;
BIBLICAL;;
BICEP;;
BID;;
BID;;
BIG;;
BIGOTRY;;
BILATERAL;;
BILL;;
BILL;;
BILLION;;
BIN;;
BIOGRAPHY;;
BIOLOGICAL;;
BIRD;;
BIRTH;;
BIRTH;;
BIRTHDAY;;
BIRTHPLACE;;
BISHOP;;
BIT;;
BIT;;Negativ
BITCHY;;Negativ
BITE;;Negativ
BITE;;Negativ
BITE;;Negativ
BITTEN;;
BITTER;;Negativ
BITTERNESS;;Negativ
BITUMINOUS;;
BIZARRE;;Negativ
BLACK;;
BLACK;;
BLACK;;
BLACK;;
BLACKMAIL;;Negativ
BLADE;;
BLAH;;Negativ
BLAME;;Negativ
BLAME;;Negativ
BLAMELESS;Positiv;
BLAND;;Negativ
BLANKET;;
BLAST;;Negativ
BLAST;;Negativ
BLATANT;;Negativ
BLEAK;;Negativ
BLEED;;
BLEED;;
BLEMISH;;Negativ
BLESS;Positiv;
BLESS;Positiv;
BLESS;Positiv;
BLIND;;Negativ
BLIND;;Negativ
BLIND;;Negativ
BLIND;;Negativ
BLIND;;
BLINDNESS;;Negativ
BLINK;;
BLINK;;
BLISS;Positiv;
BLISSFUL;Positiv;
BLITHE;Positiv;
BLIZZARD;;
BLOC;;
BLOCK;;Negativ
BLOCK;;Negativ
BLOCKADE;;
BLOCKHEAD;;Negativ
BLOOD;;
BLOODSHED;;Negativ
BLOODTHIRSTY;;Negativ
BLOODY;;Negativ
BLOOM;Positiv;
BLOSSOM;Positiv;
BLOW;;Negativ
BLOW;;
BLOW;;Negativ
BLOWER;;
BLOWN;;
BLUE;;
BLUE;;
BLUE;;
BLUE;;
BLUNDER;;Negativ
BLUNT;;Negativ
BLUR;;Negativ
BLURT;;Negativ
BOARD;;
BOARD;;
BOARD;;
BOARD;;
BOARD;;
BOARD;;
BOARD;;Negativ
BOARD;Positiv;
BOARD;;
BOARD_;;
BOARDER;;
BOAST;;Negativ
BOASTFUL;;Negativ
BOAT;;
BOATSWAIN;;
BODY;;
BODY;;
BODY;;
BODY;;
BODY;;
BOGUS;;Negativ
BOIL;;
BOIL;;
BOISTEROUS;;Negativ
BOLD;;
BOLDNESS;Positiv;
BOLIVIA;;
BOLSTER;Positiv;
BOLT;;Negativ
BOMB;;Negativ
BOMB;;Negativ
BOMBARD;;Negativ
BOMBARDMENT;;Negativ
BOND;;
BONDAGE;;Negativ
BONE;;
BONNY;Positiv;
BONUS;Positiv;
BOOK;;
BOOKKEEPING;;
BOOM;Positiv;
BOOST;Positiv;
BOOST;Positiv;
BOOT;;Negativ
BORDER;;
BORDER;;
BORE;;Negativ
BORE;;
BORE;;
BORE;;
BORE;;Negativ
BORE;;Negativ
BOREDOM;;Negativ
BORN;;
BORNE;;
BORROW;;
BORROW;;
BOSOM;;
BOSS;;
BOSTON;;
BOTH;;
BOTH;;
BOTH;;
BOTHER;;Negativ
BOTHER;;
BOTHER;;Negativ
BOTHERSOME;;Negativ
BOTTLE;;
BOTTOM;;
BOUGHT;;
BOULDER;;
BOULEVARD;;
BOUNCE;;
BOUND;;
BOUND;;
BOUND;;Negativ
BOUND;;
BOUND;;
BOUNDARY;;
BOUNDLESS;Positiv;
BOUNTIFUL;Positiv;
BOUNTY;;
BOURGEOIS;;
BOURGEOISIE;;
BOUT;;Negativ
BOW;;
BOW;;
BOW;;
BOWER;;
BOWL;;
BOWL;;
BOX;;
BOX;;Negativ
BOX;;
BOX;;
BOXER;;
BOY;;
BOYCOTT;;
BOYCOTT;;
BRACE;;
BRACE;;
BRAG;;Negativ
BRAIN;;
BRAINY;Positiv;
BRAKE;;
BRANCH;;
BRANCH;;
BRANCH;;
BRAND;;
BRAND;;
BRANDISH;;Negativ
BRANDY;;
BRASS;;
BRAT;;Negativ
BRAVADO;;Negativ
BRAVE;Positiv;
BRAVERY;Positiv;
BRAWL;;Negativ
BRAZEN;;Negativ
BRAZIL;;
BREACH;;Negativ
BREAD;;
BREADWINNER;Positiv;
BREAK;;Negativ
BREAK;;
BREAK;;
BREAK;;Negativ
BREAK;;Negativ
BREAKDOWN;;Negativ
BREAKER;;
BREAKFAST;;
BREAST;;
BREATH;;
BREATH;;
BREATHLESS;;
BREED;;
BREED;;
BREEZE;;
BRIBE;;Negativ
BRIDE;;
BRIDGE;;
BRIDGE;;
BRIDGE;;
BRIEF;;
BRIGHT;Positiv;
BRIGHTNESS;Positiv;
BRILLIANCE;Positiv;
BRILLIANT;Positiv;
BRING;;
BRING;;
BRING;;
BRING;;
BRING;;
BRING;;
BRING;;
BRISTLE;;Negativ
BRITAIN;;
BRITISH;;
BRITTLE;;Negativ
BROAD;;
BROADCAST;;
BROADCAST;;
BROADEN;;
BROADNESS;;
BROKE;;
BROKE;;
BROKE;;Negativ
BROKE;;
BROKE;;Negativ
BROKE;;Negativ
BROKE;;Negativ
BROKEN;;
BROKEN-HEARTED;;Negativ
BROKER;;
BRONZE;;
BROOD;;Negativ
BROTHER;;
BROTHERHOOD;Positiv;
