Word;Polarity
CLEAR;1
CLEAR;1
CLEARNESS;1
CLEVER;1
CLOSENESS;1
CLOUT;1
CO-OPERATION;1
COAX;1
CODDLE;1
COEXISTENCE;1
COGENT;1
COGNIZANCE;1
COGNIZANT;1
COHERENT;1
COHESION;1
COHORT;1
COINCIDENT;1
COLLABORATE;1
COLLABORATION;1
COLLEAGUE;1
COLOSSAL;1
COMEBACK;1
COMEDY;1
COMELY;1
COMESTIBLE;1
COMFORT;1
COMFORT;1
COMFORT;1
COMFORTABLE;1
COMIC;1
COMICAL;1
COMMEMORATE;1
COMMEMORATION;1
COMMENCEMENT;1
COMMEND;1
COMMENDABLE;1
COMMENDATION;1
COMMENSURATE;1
COMMISSION;1
COMMITMENT;1
COMMODIOUS;1
COMMON;1
COMMON;1
COMMONSENSE;1
COMMUNAL;1
COMMUNE;1
COMMUNICATE;1
COMMUNICATE;1
COMMUNICATIVE;1
COMMUNION;1
COMMUNITY;1
COMPANION;1
COMPANIONSHIP;1
COMPANY;1
COMPASSION;1
COMPASSIONATE;1
COMPATIBLE;1
COMPENSATE;1
COMPENSATION;1
COMPETENCE;1
COMPETENCY;1
COMPETENT;1
COMPLEMENT;1
COMPLEMENT;1
COMPLEMENTARY;1
COMPLETE;1
COMPLETE;1
COMPLETENESS;1
COMPLETION;1
COMPLIANCE;1
COMPLIMENT;1
COMPOSURE;1
COMPREHEND;1
COMPREHENSION;1
COMPREHENSIVE;1
COMPROMISE;1
COMPROMISE;1
CONCESSION;1
CONCLUSIVE;1
CONCUR;1
CONDONE;1
CONDUCIVE;1
CONFEDERATION;1
CONFER;1
CONFIDANT;1
CONFIDE;1
CONFIDENCE;1
CONFIDENT;1
CONGENIAL;1
CONGRATULATE;1
CONGRATULATION;1
CONGRATULATORY;1
CONGREGATE;1
CONJUNCTION;1
CONJURE;1
CONNECT;1
CONQUER;1
CONQUEROR;1
CONQUEST;1
CONSCIENCE;1
CONSCIENTIOUS;1
CONSENSUS;1
CONSENT;1
CONSENT;1
CONSERVE;1
CONSIDER;1
CONSIDER;1
CONSIDERATE;1
CONSIDERATION;1
CONSIGN;1
CONSISTENCY;1
CONSISTENT;1
CONSOLE;1
CONSOLIDATE;1
CONSTANCY;1
CONSTRUCTIVE;1
CONSULT;1
CONSULTATION;1
CONSUMMATE;1
CONTACT;1
CONTACT;1
CONTENT;1
CONTENT;1
CONTENT;1
CONTENTMENT;1
CONTINUITY;1
CONTRIBUTE;1
CONTRIBUTE;1
CONTRIBUTION;1
CONTRIBUTOR;1
CONVENE;1
CONVICTION;1
CONVINCE;1
CONVINCE;1
COOPERATE;1
COOPERATION;1
COOPERATIVE;1
COOPERATIVE;1
COOPERATIVE;1
COORDINATE;1
COORDINATION;1
CORDIAL;1
CORRECT;1
CORRECT;1
CORRECT;1
CORRECTION;1
COUNCIL;1
COUNSEL;1
COUNSEL;1
COURAGE;1
COURAGEOUS;1
COURTEOUS;1
COURTESY;1
COURTLY;1
COVENANT;1
COZY;1
CREATE;1
CREATIVE;1
CREATIVITY;1
CREDENTIALS;1
CREDIBILITY;1
CREDIBLE;1
CREDIT;1
CREDIT;1
CRUSADE;1
CRUSADER;1
CUDDLE;1
CULMINATE;1
CULMINATION;1
CULTIVATE;1
CULTIVATE;1
CULTIVATION;1
CULTURE;1
CUPID;1
CURE;1
CURE;1
CURTSEY;1
CUTE;1
DANCE;1
DANCE;1
DANCE;1
DARE;1
DARING;1
DARLING;1
DAUNTLESS;1
DAWN;1
DAZZLE;1
DEAL;1
DEAR;1
DEAR;1
DECENCY;1
DECENT;1
DECIPHER;1
DECORATE;1
DECORATION;1
DECORATIVE;1
DEDICATE;1
DEDICATE;1
DEDICATION;1
DEDUCE;1
DEFEND;1
DEFENDER;1
DEFENSE;1
DEFERENCE;1
DEFINITIVE;1
DELICACY;1
DELICATE;1
DELIGHT;1
DELIGHT;1
DELIGHTFUL;1
DEPENDABILITY;1
DEPENDABLE;1
DESCRY;1
DESERVE;1
DESERVEDLY;1
DESIRABLE;1
DESIROUS;1
DEVOTE;1
DEVOTE;1
DEVOTION;1
DEVOUT;1
DEXTERITY;1
DIG;1
DIGNIFIED;1
DIGNIFY;1
DIGNITY;1
DILIGENT;1
DISCERN;1
DISCREET;1
DISCRETION;1
DISCUSS;1
DISTINCT;1
DISTINCTION;1
DISTINCTIVE;1
DISTINGUISH;1
DISTINGUISH;1
DISTINGUISHED;1
DIVINE;1
DIVINE;1
DIVINITY;1
DOMINANCE;1
DONATE;1
DONATION;1
DOTE;1
DOUBTLESS;1
DREAMLAND;1
DURABILITY;1
DURABLE;1
DYNAMIC;1
EAGER;1
EAGERNESS;1
EARNEST;1
EARNESTNESS;1
EASE;1
EASE;1
EASY;1
EASY;1
EASY;1
EASY;1
ECONOMIZE;1
ECSTASY;1
ECSTATIC;1
EDIBLE;1
EDUCATED;1
EDUCATION;1
EDUCATIONAL;1
EFFECTIVE;1
EFFECTIVENESS;1
EFFICACY;1
EFFICIENCY;1
EFFICIENT;1
ELABORATE;1
ELABORATION;1
ELATE;1
ELEGANCE;1
ELEGANT;1
ELOQUENT;1
EMBELLISH;1
EMBRACE;1
EMBRACE;1
EMINENCE;1
EMINENT;1
EMPATHY;1
EMPOWER;1
EMPOWERMENT;1
ENABLE;1
ENCHANT;1
ENCHANT;1
ENCHANTMENT;1
ENCOURAGE;1
ENCOURAGE;1
ENCOURAGEMENT;1
ENDEAR;1
ENDORSE;1
ENDOW;1
ENDURANCE;1
ENERGETIC;1
ENERGIZE;1
ENGAGE;1
ENHANCE;1
ENHANCEMENT;1
ENJOY;1
ENJOYABLE;1
ENJOYMENT;1
ENLIGHTEN;1
ENLIGHTEN;1
ENLIGHTENMENT;1
ENRICH;1
ENRICHMENT;1
ENSEMBLE;1
ENSURE;1
ENTERTAIN;1
ENTERTAIN;1
ENTERTAINMENT;1
ENTHUSIASM;1
ENTHUSIASTIC;1
ENTREPRENEURIAL;1
ENTRUST;1
ENVISION;1
EQUALITY;1
EQUITABLE;1
EQUITY;1
ESSENTIAL;1
ESSENTIAL;1
ESTABLISH;1
ESTABLISH;1
ESTEEM;1
ETHICAL;1
ETHICS;1
ETIQUETTE;1
EVEN;1
EVEN;1
EVERLASTING;1
EXACT;1
EXACT;1
EXALT;1
EXCEL;1
EXCELLENCE;1
EXCELLENT;1
EXCITE;1
EXCITE;1
EXCITED;1
EXCITEDNESS;1
EXCITEMENT;1
EXERTION;1
EXHILARATION;1
EXOTIC;1
EXPERIENCE;1
EXPERIENCE;1
EXPERT;1
EXPERT;1
EXQUISITE;1
EXTOL;1
EXTRAORDINARY;1
EXTRAVAGANCE;1
EXUBERANCE;1
EXUBERANT;1
EXULT;1
EXULTATION;1
EYE;1
FABULOUS;1
FACILITATE;1
FACTUAL;1
FAIR;1
FAIR;1
FAIR;1
FAIRNESS;1
FAITH;1
FAITH;1
FAITHFUL;1
FAITHFULNESS;1
FAME;1
FAMILIAR;1
FAMILIARITY;1
FAMILIARIZE;1
FAMOUS;1
FANCY;1
FANTASTIC;1
FANTASY;1
FARSIGHTED;1
FASCINATION;1
FASHIONABLE;1
FAVOR;1
FAVOR;1
FAVOR;1
FAVOR;1
FAVOR;1
FAVORABLE;1
FAVORITE;1
FEARLESS;1
FEASIBLE;1
FEAST;1
FEAST;1
FELLOW;1
FELLOWSHIP;1
FERTILE;1
FERVENT;1
FERVOR;1
FESTIVAL;1
FESTIVE;1
FESTIVITY;1
FIDELITY;1
FIERY;1
FILIAL;1
FILL;1
FINE;1
FINE;1
FINE;1
FINE;1
FINE;1
FIRMNESS;1
FIT;1
FIT;1
FITNESS;1
FLAIR;1
FLASHY;1
FLATTER;1
FLATTERY;1
FLAUNT;1
FLAWLESS;1
FLEXIBLE;1
FLIRT;1
FLOURISH;1
FLUENT;1
FOND;1
FOND;1
FOND;1
FOND;1
FOND;1
FOND;1
FOND;1
FONDNESS;1
FOREMOST;1
FORESIGHT;1
FORGAVE;1
FORGIVE;1
FORGIVEN;1
FORGIVENESS;1
FORMALITY;1
FORTIFY;1
FORTITUDE;1
FORTUNATE;1
FORWARD;1
FOSTER;1
FRAGRANT;1
FRANK;1
FREE;1
FREE;1
FREE;1
FREE;1
FREE;1
FREEDOM;1
FRESH;1
FRIEND;1
FRIENDLY;1
FRIENDSHIP;1
FROLIC;1
FRUGAL;1
FRUITFUL;1
FRUITION;1
FULFILL;1
FULFILLMENT;1
FULLNESS;1
FUN;1
FUNNY;1
FUNNY;1
FUNNY;1
GAIETY;1
GAILY;1
GAIN;1
GAIN;1
GALLANT;1
GALLANTRY;1
GAME;1
GARNISH;1
GAY;1
GENERATE;1
GENEROSITY;1
GENEROUS;1
GENIAL;1
GENIUS;1
GENTLE;1
GENUINE;1
GIDDY;1
GIFT;1
GIFTED;1
GIVE;1
GIVE;1
GLAD;1
GLAD;1
GLADDEN;1
GLADNESS;1
GLAMOROUS;1
GLAMOUR;1
GLEAM;1
GLEAM;1
GLEAN;1
GLEE;1
GLIMMER;1
GLISTEN;1
GLISTEN;1
GLITTER;1
GLITTER;1
GLORIFY;1
GLORIOUS;1
GLORY;1
GLOSSY;1
GLOW;1
GLOW;1
GODLIKE;1
GODLINESS;1
GOLD;1
GOLDEN;1
GOOD;1
GOODBYE;1
GOODNESS;1
GORGEOUS;1
GRACE;1
GRACEFUL;1
GRACIOUS;1
GRADUATION;1
GRAND;1
GRANDEUR;1
GRATEFUL;1
GRATIFICATION;1
GRATIFY;1
GRATITUDE;1
GREAT;1
GREAT;1
GREAT;1
GREATNESS;1
GREET;1
GREET;1
GROOM;1
GUARANTEE;1
GUARANTEE;1
GUARDIAN;1
GUIDE;1
GUIDE;1
GUIDE;1
GUSTO;1
HALLOWED;1
HAND;1
HANDSOME;1
HANDY;1
HAPPINESS;1
HAPPY;1
HAPPY;1
HAPPY;1
HAPPY;1
HARDY;1
HARMLESS;1
HARMONIOUS;1
HARMONIZE;1
HARMONY;1
HARNESS;1
HAVEN;1
HEAL;1
HEALTH;1
HEALTHFUL;1
HEALTHY;1
HEALTHY;1
HEALTHY;1
HEART;1
HEARTILY;1
HEAVEN;1
HEAVENLY;1
HELP;1
HELP;1
HELP;1
HELPFUL;1
HERO;1
HEROIC;1
HEROINE;1
HEROISM;1
HIGHLIGHT;1
HILARIOUS;1
HIT;1
HOLY;1
HOMAGE;1
HOME;1
HONEST;1
HONEST;1
HONEST;1
HONEYMOON;1
HONOR;1
HONOR;1
HONOR;1
HONORABLE;1
HOPE;1
HOPE;1
HOPEFUL;1
HOSPITABLE;1
HUG;1
HUMAN;1
HUMANITARIAN;1
HUMANITY;1
HUMBLE;1
HUMILITY;1
HUMOR;1
HUMOROUS;1
HYGIENE;1
IDEAL;1
IDEAL;1
IDEAL;1
IDEALISM;1
IDOL;1
IDOLIZE;1
ILLUMINATE;1
ILLUSTRIOUS;1
IMAGINATION;1
IMAGINATIVE;1
IMMACULATE;1
IMMORTAL;1
IMPARTIAL;1
IMPARTIALITY;1
IMPERATIVE;1
IMPERVIOUS;1
IMPETUS;1
IMPORTANCE;1
IMPORTANT;1
IMPRESS;1
IMPRESSIVE;1
IMPROVE;1
IMPROVE;1
IMPROVE;1
IMPROVEMENT;1
IMPUNITY;1
INAUGURATE;1
INAUGURATION;1
INDEPENDENCE;1
INDEPENDENT;1
INDEPENDENT;1
INDESCRIBABLE;1
INDICATIVE;1
INDISPENSABILITY;1
INDISPENSABLE;1
INDIVIDUALITY;1
INDOMITABLE;1
INDULGENCE;1
INDUSTRIOUS;1
INEXPENSIVE;1
INFALLIBILITY;1
INFALLIBLE;1
INFER;1
INFERENCE;1
INFORM;1
INFORM;1
INGENIOUS;1
INGENUITY;1
INHERIT;1
INNOCENCE;1
INNOCENT;1
INNOVATE;1
INNOVATIVE;1
INQUISITIVE;1
INSEPARABLE;1
INSIGHT;1
INSISTENT;1
INSPIRATION;1
INSPIRATIONAL;1
INSPIRE;1
INSPIRE;1
INSTINCTIVE;1
INTEGRITY;1
INTELLECT;1
INTELLECTUAL;1
INTELLECTUAL;1
INTELLECTUAL;1
INTELLIGENCE;1
INTELLIGENT;1
INTELLIGIBLE;1
INTERCEDE;1
INTERCOURSE;1
INTEREST;1
INTEREST;1
INTEREST;1
INTERESTED;1
INTERESTED;1
INTERPOSE;1
INTIMACY;1
INTIMATE;1
INTRICATE;1
INTRIGUE;1
INVALUABLE;1
INVENTOR;1
INVINCIBLE;1
INVITATION;1
INVITE;1
INVITE;1
INVULNERABLE;1
IRRESISTIBLE;1
JEST;1
JOIN;1
JOINTLY;1
JOKE;1
JOKE;1
JOKE;1
JOLLY;1
JOY;1
JOYFUL;1
JUBILANT;1
JUBILEE;1
JUST;1
JUST;1
JUSTICE;1
JUSTIFIABLY;1
JUSTIFICATION;1
JUSTIFY;1
KEEN;1
KID;1
KIND;1
KIND;1
KINDNESS;1
KISS;1
KISS;1
KNOW;1
KNOW;1
KNOWLEDGE;1
LAUDABLE;1
LAUGH;1
LAUGH;1
LAUGH;1
LAUGH;1
LAUGHTER;1
LAVISH;1
LAW;1
LAWFUL;1
LEAD;1
LEARN;1
LEARN;1
LEARNER;1
LEGAL;1
LEGITIMACY;1
LEGITIMATE;1
LEISURE;1
LIBERAL;1
LIBERAL;1
LIBERALISM;1
LIBERATE;1
LIBERTY;1
LIFELONG;1
LIGHT;1
LIGHT;1
LIKABLE;1
LIKE;1
LIKE;1
LIVE;1
LIVELY;1
LOGIC;1
LOGICAL;1
LONGEVITY;1
LOVE;1
LOVE;1
LOVE;1
LOVE;1
LOVELINESS;1
LOVELY;1
LOVER;1
LOVER;1
LOYAL;1
LOYALTY;1
LUCID;1
LUCK;1
LUCKILY;1
LUCKY;1
LUCRATIVE;1
LUMINOUS;1
LUST;1
LUSTER;1
LUSTROUS;1
LUXURIANT;1
LUXURIOUS;1
LUXURY;1
LYRIC;1
LYRICAL;1
MAGICAL;1
MAGNETIC;1
MAGNIFICENCE;1
MAGNIFICENT;1
MAIN;1
MAJESTIC;1
MAJESTY;1
MAJOR;1
MAKE;1
MAKE;1
MANAGEABLE;1
MANLY;1
MARITAL;1
MARRIAGE;1
MARRY;1
MARRY;1
MARVEL;1
MARVELOUS;1
MASTERFUL;1
MASTERY;1
MATCHLESS;1
MATE;1
MATE;1
MATTER;1
MATURE;1
MATURE;1
MATURE;1
MATURITY;1
MAXIMIZE;1
MEANINGFUL;1
MEASURABLE;1
MEDIATE;1
MEDITATION;1
MEET;1
MELLOW;1
MELODY;1
MEMORABLE;1
MEND;1
MENTOR;1
MERCIFUL;1
MERCY;1
MERIT;1
MERIT;1
MERITORIOUS;1
MERRILY;1
MERRIMENT;1
MERRY;1
MESH;1
METICULOUS;1
MIGHTY;1
MILD;1
MIND_;1
MINDFUL;1
MINISTER;1
MINT;1
MIRACLE;1
MIRACULOUS;1
MIRTH;1
MOBILITY;1
MOBILIZE;1
MODERATE;1
MODERATION;1
MODERNITY;1
MODEST;1
MODESTY;1
MOMENTOUS;1
MONUMENTAL;1
MORAL;1
MORALE;1
MORALISTIC;1
MORALITY;1
MOTIVATE;1
MOTIVATED;1
MOTIVATION;1
MOTIVE;1
MULTITUDE;1
MUTUAL;1
MUTUAL;1
MYRIAD;1
NATURAL;1
NATURAL;1
NAVIGABLE;1
NEAT;1
NECESSARILY;1
NEGOTIATE;1
NICE;1
NICE;1
NICE;1
NICE;1
NICHE;1
NIMBLE;1
NOBILITY;1
NOBLE;1
NOBLEMAN;1
NOISELESS;1
NOMINATE;1
NON-VIOLENCE;1
NON-VIOLENT;1
NORMAL;1
NOTABLE;1
NOTORIETY;1
NOURISH;1
NOURISHMENT;1
NOVELTY;1
NURSE;1
NURTURE;1
NUTRIENT;1
OASIS;1
OBEDIENCE;1
OBEDIENT;1
OBEY;1
OBJECTIVE;1
OBJECTIVE;1
OBLIGE;1
OBTAIN;1
OBTAINABLE;1
OFFER;1
OFFER;1
OFFER;1
OFFSET;1
ONSET;1
ONWARD;1
OPEN;1
OPEN;1
OPPORTUNE;1
OPPORTUNITY;1
OPTIMAL;1
OPTIMISM;1
OPTIMISTIC;1
OPTIONAL;1
ORDER;1
ORDER;1
ORDER;1
ORGANIZE;1
ORGANIZE;1
ORIGINALITY;1
OUTGOING;1
OUTLIVE;1
OUTRIGHT;1
OUTRUN;1
OUTSET;1
OUTSTANDING;1
OUTWIT;1
OVERCOME;1
OVERJOYED;1
PAINSTAKING;1
PALATABLE;1
PALATIAL;1
PAMPER;1
PARADISE;1
PARAMOUNT;1
PARDON;1
PARDON;1
PARTICULAR;1
PARTNER;1
PARTNERSHIP;1
PASS;1
PASSIONATE;1
PATIENCE;1
PATIENT;1
PATIENT;1
PATRIOT;1
PATRIOTIC;1
PATRON;1
PATRONAGE;1
PAY;1
PEACE;1
PEACE;1
PEACEABLE;1
PEACEFUL;1
PEERLESS;1
PERFECT;1
PERFECT;1
PERFECT;1
PERFECTION;1
PERFECTIONISM;1
PERFECTIONIST;1
PERFUME;1
PERMISSION;1
PERMIT;1
PERSEVERANCE;1
PERSEVERE;1
PERSUASIVE;1
PERTINENT;1
PICTURESQUE;1
PIETY;1
PINNACLE;1
PIOUS;1
PLAIN;1
PLAIN;1
PLAIN;1
PLAIN;1
PLAUSIBILITY;1
PLAYFUL;1
PLAYMATE;1
PLAYTHING;1
PLEASANT;1
PLEASANT;1
PLEASANTRY;1
PLEASE;1
PLEASE;1
PLEASED;1
PLEASED;1
PLEASURABLE;1
PLEASURE;1
PLEDGE;1
PLENTIFUL;1
PLENTY;1
POETIC;1
POIGNANT;1
POISE;1
POLISH;1
POLITE;1
POLITENESS;1
POMP;1
POPULAR;1
POPULARITY;1
POPULOUS;1
PORTABLE;1
POSITIVE;1
POSITIVENESS;1
POSITIVITY;1
POSTERITY;1
POTENCY;1
POTENT;1
PRACTICABLE;1
PRACTICAL;1
PRAISE;1
PRAISE;1
PRANCE;1
PRECAUTION;1
PRECEDENT;1
PRECEPT;1
PRECIOUS;1
PRECISE;1
PRECISION;1
PREEMINENT;1
PREFERENCE;1
PREMIER;1
PREMISE;1
PREMIUM;1
PREPARATORY;1
PRESTIGE;1
PRETTILY;1
PRETTY;1
PRETTY;1
PRETTY;1
PRETTY;1
PRICELESS;1
PRIDE;1
PRIMARILY;1
PRIME;1
PRINCIPAL;1
PRINCIPLE;1
PRINCIPLE;1
PRINCIPLE;1
PRIVACY;1
PRIVILEGED;1
PRIVY;1
PRIZE;1
PRO;1
PROACTIVE;1
PRODIGIOUS;1
PRODIGY;1
PRODUCTIVE;1
PRODUCTIVITY;1
PROFESS;1
PROFFER;1
PROFICIENT;1
PROFIT;1
PROFIT;1
PROFITABLE;1
PROFOUND;1
PROGRESS;1
PROGRESS;1
PROGRESSIVE;1
PROLIFIC;1
PROMINENCE;1
PROMINENT;1
PROMISE;1
PROMISE;1
PROMPT;1
PROMPT;1
PROMPTLY;1
PROPER;1
PROPITIOUS;1
PROPRIETARY;1
PROPRIETY;1
PROSECUTE;1
PROSPER;1
PROSPERITY;1
PROSPEROUS;1
PROTECT;1
PROTECTION;1
PROTECTIVE;1
PROTECTOR;1
PROUD;1
PROVIDE;1
PROVIDENCE;1
PROWESS;1
PRUDENCE;1
PRUDENT;1
PUNCTUAL;1
PURE;1
PURIFICATION;1
PURIFY;1
PURITY;1
PURPOSEFUL;1
PURR;1
QUAINT;1
QUALIFY;1
QUALIFY;1
QUALITY;1
QUENCH;1
QUICKEN;1
RADIANCE;1
RADIANT;1
RADIATE;1
RALLY;1
RAPPORT;1
RAPT;1
RAPTURE;1
RATIONAL;1
RAVE;1
READILY;1
REAL;1
REALISTIC;1
REALISTICALLY;1
REAP;1
REASONABLE;1
REASSURANCE;1
REASSURE;1
RECEPTIVE;1
RECLAIM;1
RECLINE;1
RECOMPENSE;1
RECONCILE;1
RECONCILIATION;1
RECREATION;1
REDEEM;1
REDEMPTION;1
REESTABLISH;1
REFINE;1
REFINEMENT;1
REFUGE;1
REGAL;1
REGARD;1
REHABILITATION;1
REINFORCEMENT;1
REINSTATE;1
REJOICE;1
RELAXATION;1
RELEVANCE;1
RELEVANCY;1
RELEVANT;1
RELIABILITY;1
RELIABLE;1
RELIEF;1
RELIEVE;1
RELIGIOUS;1
RELISH;1
REMARKABLE;1
REMARKABLY;1
REMEDY;1
REMODEL;1
RENAISSANCE;1
RENEWAL;1
RENOVATE;1
RENOVATION;1
RENOWN;1
REPAIR;1
REPAIR;1
REPARATION;1
REPENT;1
REPENTANCE;1
REPOSE;1
REPUTABLE;1
RESCUE;1
RESCUE;1
RESOLUTE;1
RESOLVE;1
RESOLVE;1
RESOLVED;1
RESOUND;1
RESOURCEFUL;1
RESOURCEFULNESS;1
RESPECT;1
RESPECT;1
RESPECT;1
RESPECTABLE;1
RESPECTFUL;1
RESPITE;1
RESPLENDENT;1
RESPONSIBILITY;1
RESPONSIBLE;1
RESPONSIVE;1
RESTFUL;1
RESTORATION;1
RESTORE;1
RESURRECT;1
RETURN;1
RETURN;1
REUNION;1
REUNITE;1
REVEL;1
REVELATION;1
REVERE;1
REVERENCE;1
REVERENT;1
REVERENTLY;1
REVITALIZE;1
REVIVAL;1
REVIVE;1
REWARD;1
REWARD;1
REWARD;1
RICH;1
RICH;1
RICH;1
RICH;1
RICH;1
RICH;1
RICHES;1
