Word;Polarity;Retranslation
AVENTUREUX;1;ADVENTUROUS
CONSEILLÉ;1;RECOMMENDED
DÉFENSE DES INTÉRÊTS;1;ADVOCACY
AFFABILITÉ;1;AFFABILITY
AFFABLE;1;AFFABLE
AFFECTION;1;AFFECTION
AFFECTUEUX;1;AFFECTIONATE
SOCIÉTÉ AFFILIÉE;1;COMPANY AFFILIATE
AFFILIATION;1;AFFILIATION
AFFINITÉ;1;AFFINITY
AFFIRM;1;AFFIRM
AFFIRMATION;1;AFFIRMATION
DISCRIMINATION POSITIVE;1;POSITIVE DISCRIMINATION
AFFIXE;1;AFFIX
AFFLUENCE;1;AFFLUENCE
AISÉS;1;AFFLUENT
À FLOT;1;AFLOAT
AGRÉGAT;1;AGGREGATE
AGRÉGATION;1;AGGREGATION
AGILE;1;AGILE
AGILITÉ;1;AGILITY
AGRÉABLE;1;NICE
ACCORD;1;AGREEMENT
AIDE;1;HELP
AIDE;1;HELP
VIVACITÉ D’ESPRIT;1;QUICK WIT
DESCENDRE;1;GO DOWN
ALIVE;1;ALIVE
ALLÉGEANCE;1;ALLEGIANCE
SOULAGER;1;RELIEVE
ALLIANCE;1;ALLIANCE
ALLIA;1;ALLIA
ALLIÉS;1;ALLIES
PERMETTRE À;1;ALLOW
ADMISSIBLES;1;ELIGIBLE
ALLOCATION DE;1;ALLOCATION OF
ALLURE;1;ALLURE
ALLIÉ;1;ALLY
TOUT-PUISSANT;1;ALMIGHTY
ALTRUISTE;1;ALTRUISTIC
ÉTONNEMENT;1;ASTONISHMENT
INCROYABLE;1;INCREDIBLE
AMÉLIORER;1;IMPROVE
SE PRÊTENT;1;LEND THEMSELVES
AGRÉMENT;1;APPROVAL
AMABILITÉ;1;KINDNESS
AIMABLE;1;FRIENDLY
AMIABLE;1;AMICABLE
AMNESTY;1;AMNESTY
AMOUR;1;LOVE
UN GRAND;1;A LARGE
AMPLIFIER;1;AMPLIFY
AMPLEMENT;1;AMPLE
AMUSER;1;FUN
AMUSEMENT;1;FUN
ANGE;1;ANGEL
ANGÉLIQUE;1;ANGELIQUE
OINDRE;1;ANOINT
APOCALYPSE;1;APOCALYPSE
APPEL;1;CALL
APAISER;1;SOOTHE
AJOUTER;1;ADD
APPLAUDIR;1;APPLAUD
APPLAUDISSEMENTS;1;APPLAUSE
NOMMER;1;NAME
NOMMER;1;NAME
APPRÉCIABLES;1;SIGNIFICANT
APPRÉCIER;1;ENJOY
REMERCIEMENTS;1;THANKS
RECONNAISSANT;1;GRATEFUL
APPRÉHENDER;1;APPREHEND
APPROCHE;1;APPROACH
APPROCHE;1;APPROACH
APPROPRIÉES;1;APPROPRIATE
APPROBATION;1;APPROVAL
APPROUVER LES;1;APPROVE THE
APPROUVER LES;1;APPROVE THE
APT;1;APT
APTITUDE;1;ABILITY
ARBITRE;1;ARBITRATOR
CLAUSE COMPROMISSOIRE;1;ARBITRATION CLAUSE
ARBITRAGE;1;ARBITRATION
ARDENT;1;ARDENT
SURGI;1;POPPED UP
ARISTOCRATIE;1;ARISTOCRACY
ARISTOCRATE;1;ARISTOCRAT
ARISTOCRATIQUE;1;ARISTOCRATIC
ARRESTATION;1;ARREST
ART;1;ART
ART;1;ART
ATTRIBUER;1;ASSIGN
ASPIRATION;1;ASPIRATION
ASPIRE;1;ASPIRE
SANCTION;1;SANCTION
ASSERTION;1;ASSERTION
ACTIF;1;ASSETS
ASSIST;1;ASSIST
ASSIST;1;ASSIST
ASSISTANCE;1;ASSISTANCE
ASSISTANT;1;ASSISTANT
ASSOCIÉ;1;PARTNER
ASSOCIÉ;1;PARTNER
ASSOCIÉ;1;PARTNER
ASSOCIATION;1;ASSOCIATION
ASSOCIATION;1;ASSOCIATION
ASSURANCE;1;INSURANCE
ASSURER;1;ENSURE
ASSURER;1;ENSURE
ASSURER;1;ENSURE
ASSURÉMENT;1;CERTAINLY
ASTOUND;1;ASTOUND
ASTUCIEUX;1;CLEVER
ATHLÉTIQUE;1;ATHLETIC
PIÈCE JOINTE;1;ATTACHMENT
ATTEINDRE;1;REACH
RÉALISATION;1;REALIZATION
ASSISTER À;1;ATTEND
FRÉQUENTATION;1;ATTENDANCE
ATTENTIF;1;ATTENTIVE
ATTIRER;1;ATTRACT
ATTRACTION;1;ATTRACTION
ATTRAYANT;1;ATTRACTIVE
ATTRACTIVITÉ;1;ATTRACTIVENESS
S’HARMONISER;1;HARMONIZE
AUDIBLE;1;AUDIBLE
AUGMENTER;1;INCREASE
AUGMENTATION MAMMAIRE;1;BREAST AUGMENTATION
BON AUGURE;1;BODE
AUTHENTIQUE;1;AUTHENTIC
AUTHENTICITÉ;1;AUTHENTICITY
FAISANT AUTORITÉ;1;AUTHORITATIVE
AUTORITÉ;1;AUTHORITY
AUTONOME;1;AUTONOMOUS
DISPONIBILITÉ;1;AVAILABILITY
AVID;1;AVID
PRIX;1;PRICE
PRIX;1;PRICE
AU COURANT;1;AWARE
PRISE DE CONSCIENCE;1;AWARENESS
Précédent;1;Previous
Précédent;1;Previous
COLONNE VERTÉBRALE;1;SPINAL COLUMN
BAILLEUR DE FONDS;1;FUNDER
SUPPORT;1;SUPPORT
BALL;1;BALL
BALL;1;BALL
EMBAUMÉ;1;EMBALMED
BAPTÊME;1;BAPTISM
BAPTISER;1;CHRISTEN
BONNE AFFAIRE;1;GOOD DEAL
BASIC;1;BASIC
BASIC;1;BASIC
BEACON;1;BEACON
BELLE;1;Good looking
EMBELLIR;1;BEAUTIFY
BEAUTÉ;1;BEAUTY
DIGNE;1;WORTHY
DIGNE;1;WORTHY
LIER D’AMITIÉ AVEC;1;MAKE FRIENDS WITH
NOM;1;NAME
BIEN-AIMÉ;1;BELOVED
BIENFAITEUR;1;BENEFACTOR
BIENFAISANTE;1;BENEFICENT
BÉNÉFIQUE;1;BENEFICIAL
BÉNÉFICIAIRE;1;BENEFICIARY
AVANTAGE;1;ADVANTAGE
AVANTAGE;1;ADVANTAGE
AVANTAGE;1;ADVANTAGE
BIENVEILLANCE;1;BENEVOLENCE
BIENVEILLANT;1;BENEVOLENT
BÉNIGNE;1;BENIGN
LÉGUER;1;BEQUEATH
MEILLEUR;1;BEST
ACCORDER;1;GRANT
TON FIANCÉ PAR LA;1;YOUR FIANCÉ BY THE
FIANÇAILLES;1;ENGAGEMENT
MIEUX;1;BEST
MIEUX;1;BEST
IRRÉPROCHABLES;1;IMPECCABLE
BÉNISSE;1;BLESS
BÉNISSE;1;BLESS
BÉNISSE;1;BLESS
BLISS;1;BLISS
BIENHEUREUSE;1;BLESSED
BLITHE;1;BLITHE
BLOOM;1;BLOOM
BLOSSOM;1;BLOSSOM
CONSEIL D’ADMINISTRATION;1;BOARD OF DIRECTORS
AUDACE;1;AUDACITY
TRAVERSIN;1;BOLSTER
BONNY;1;BONNY
BONUS;1;BONUS
BOOM;1;BOOM
COUP DE POUCE;1;BOOST
COUP DE POUCE;1;BOOST
SANS BORNES;1;BOUNDLESS
BOUNTIFUL;1;BOUNTIFUL
BRAINY;1;BRAINY
BRAVE;1;BRAVE
BRAVOURE;1;BRAVERY
SOUTIEN DE FAMILLE;1;SUPPORT OF FAMILY
BRILLANT;1;BRILLIANT
LUMINOSITÉ;1;BRIGHTNESS
BRILLIANCE;1;BRILLIANCE
BRILLANT;1;BRILLIANT
FRATERNITÉ;1;FRATERNITY
FRATERNEL;1;FRATERNAL
FLOTTABLE;1;BUOYANT
ACHETER;1;BUY
APPEL;1;CALL
CALME;1;QUIET
CALME;1;QUIET
CALME;1;QUIET
CALME;1;QUIET
CANDID;1;CANDID
CANDOR;1;CANDOR
CAPACITÉ;1;CAPACITY
CAPABLE;1;ABLE
TIRER PARTI DES;1;TAKE ADVANTAGE OF
CAPTIVATION;1;CAPTIVATION
SOINS;1;CARE
SOINS;1;CARE
SANS SOUCIS;1;CAREFREE
ATTENTION;1;ATTENTION
CARESSE;1;CARESS
CARESSE;1;CARESS
CASUAL;1;CASUAL
INCESSANTE;1;INCESSANT
CÉLÉBRER;1;CELEBRATE
CÉLÉBRATION;1;CELEBRATION
CÉLÉBRITÉ;1;CELEBRITY
CÉRÉMONIAL;1;CEREMONIAL
CHAMPION;1;CHAMPION
CHAMPION;1;CHAMPION
CHAMPIONNAT;1;CHAMPIONSHIP
SON CHARISME;1;HIS CHARISMA
BIENFAISANCE;1;CHARITY
ORGANISME DE BIENFAISANCE;1;CHARITY
CHARME;1;CHARM
CHARME;1;CHARM
CHASTE;1;CHASTE
CHEER;1;CHEER
BONNE HUMEUR;1;GOOD MOOD
JOYEUX;1;MERRY
CHÉRIR;1;CHERISH
CHÉRIR;1;CHERISH
CHERUB;1;CHERUB
CHIC;1;CHIC
CHEVALERESQUE;1;CHIVALROUS
CHEVALERIE;1;CHIVALRY
CHOSEN;1;CHOSEN
CHUM;1;CHUM
CIVILE;1;CIVIL
CIVILITÉ;1;CIVILITY
CIVILISATION;1;CIVILIZATION
CIVILISER;1;CIVILIZE
CIVILISER;1;CIVILIZE
CLARIFIER;1;CLARIFY
CLARTÉ;1;CLARITY
CLASSIQUE;1;CLASSIC
NETTOYER;1;CLEAN
NETTOYER;1;CLEAN
PROPRETÉ;1;CLEANLINESS
NETTOYER;1;CLEAN
CLAIRE;1;CLAIRE
CLAIRE;1;CLAIRE
CLAIRE;1;CLAIRE
CLAIRE;1;CLAIRE
CLAIRE;1;CLAIRE
CLARTÉ;1;CLARITY
HABILE;1;CLEVER
PROXIMITÉ;1;PROXIMITY
CLOUT;1;CLOUT
CO-OPERATION;1;CO-OPERATION
CÂBLE COAXIAL;1;COAXIAL CABLE
CODDLE;1;CODDLE
COEXISTENCE;1;COEXISTENCE
COGENT;1;COGENT
COGNIZANCE;1;COGNIZANCE
CONSCIENT;1;CONSCIOUS
COHÉRENTE;1;CONSISTENT
COHÉSION;1;COHESION
COHORTE;1;COHORT
COÏNCIDENTS;1;COINCIDENT
COLLABORER;1;COLLABORATE
COLLABORATION;1;COLLABORATION
COLLÈGUE;1;COLLEAGUE
COLOSSALE;1;COLOSSAL
RETOUR;1;RETURN
COMÉDIE;1;COMEDY
AVENANTE;1;COMELY
COMESTIBLE;1;EDIBLE
CONFORT;1;COMFORT
CONFORT;1;COMFORT
CONFORT;1;COMFORT
CONFORTABLE;1;COMFORTABLE
BANDE DESSINÉE;1;COMIC STRIP
COMIQUE;1;COMIC
COMMÉMORER;1;COMMEMORATE
COMMÉMORATION;1;COMMEMORATION
ENTRÉE EN VIGUEUR;1;ENTRY INTO FORCE
FÉLICITONS;1;WELCOME
LOUABLE;1;COMMENDABLE
MENTION ÉLOGIEUSE;1;COMMENDATION
PROPORTIONNÉ;1;PROPORTIONATE
COMMISSION;1;COMMISSION
ENGAGEMENT;1;COMMITMENT
COMMODE;1;DRESSER
COMMUNE;1;COMMUNE
COMMUNE;1;COMMUNE
BON SENS;1;COMMON SENSE
COMMUNAL;1;COMMUNAL
COMMUNE FRANÇAISE;1;FRENCH COMMUNE
COMMUNIQUER;1;COMMUNICATE
COMMUNIQUER;1;COMMUNICATE
COMMUNICATIVE;1;COMMUNICATIVE
COMMUNION;1;COMMUNION
COMMUNAUTÉ;1;COMMUNITY
COMPAGNON;1;COMPANION
COMPAGNIE;1;COMPANY
COMPAGNIE;1;COMPANY
COMPASSION;1;COMPASSION
DE COMPASSION;1;OF COMPASSION
COMPATIBLE;1;COMPATIBLE
COMPENSER;1;OFFSET
INDEMNISATION;1;COMPENSATION
COMPÉTENCE;1;COMPETENCE
COMPÉTENCE;1;COMPETENCE
COMPÉTENTE;1;COMPETENT
COMPLÉMENT;1;ADD-IN
COMPLÉMENT;1;ADD-IN
COMPLÉMENTAIRE;1;COMPLEMENTARY
TOUTES LES;1;ALL THE
TOUTES LES;1;ALL THE
EXHAUSTIVITÉ;1;COMPLETENESS
FIN;1;END
COMPLIANCE;1;COMPLIANCE
COMPLIMENT;1;COMPLIMENT
SANG-FROID;1;COLD BLOOD
COMPRENDRE;1;UNDERSTAND
COMPRÉHENSION;1;UNDERSTANDING
COMPREHENSIVE;1;COMPREHENSIVE
COMPROMIS;1;COMPROMISE
COMPROMIS;1;COMPROMISE
CONCESSION;1;CONCESSION
CONCLUANTE;1;CONCLUSIVE
CONCUR;1;CONCUR
FERMER LES YEUX;1;CLOSE MY EYES
PROPICE;1;CONDUCIVE
CONFÉDÉRATION;1;CONFEDERATION
CONFÈRENT;1;CONFER
CONFIDENT;1;CONFIDANT
SE CONFIER;1;CONFIDE
CONFIANCE;1;TRUST
CONFIANT;1;CONFIDENT
SYMPATHIQUE;1;FRIENDLY
FÉLICITER;1;CONGRATULATE
GRAND BRAVO DONC;1;SO BRAVO
FÉLICITATIONS;1;CONGRATULATIONS
SE RASSEMBLENT;1;GATHER
CONCERT;1;CONCERT
CONJURE;1;CONJURE
SE CONNECTER;1;CONNECT
CONQUÉRIR;1;CONQUER
CONQUÉRANT;1;CONQUEROR
CONQUÊTE;1;CONQUEST
CONSCIENCE;1;CONSCIOUSNESS
CONSCIENCIEUX;1;CONSCIENTIOUS
CONSENSUS;1;CONSENSUS
CONSENTEMENT;1;CONSENT
CONSENTEMENT;1;CONSENT
CONSERVER;1;KEEP
ENVISAGER DE;1;CONSIDER
ENVISAGER DE;1;CONSIDER
PRÉVENANTS;1;CONSIDERATE
EXAMEN;1;REVIEW
CONSIGN;1;CONSIGN
COHÉRENCE;1;CONSISTENCY
CONFORMÉMENT;1;IN ACCORDANCE WITH
CONSOLE;1;CONSOLE
CONSOLIDER LES;1;CONSOLIDATE THE
CONSTANCE;1;CONSTANCE
CONSTRUCTIVE;1;CONSTRUCTIVE
CONSULTER;1;CONSULT
CONSULTATION;1;CONSULTATION
CONSOMMER;1;CONSUME
CONTACT;1;CONTACT
CONTACT;1;CONTACT
CONTENU;1;CONTENT
CONTENU;1;CONTENT
CONTENU;1;CONTENT
CONTENTEMENT;1;CONTENTMENT
CONTINUITÉ;1;CONTINUITY
CONTRIBUER;1;CONTRIBUTE
CONTRIBUER;1;CONTRIBUTE
CONTRIBUTION;1;CONTRIBUTION
CONTRIBUTEUR;1;CONTRIBUTOR
CONVOQUER;1;CALL
DÉCLARATION DE CULPABILITÉ;1;CONVICTION
CONVAINCRE LES;1;CONVINCE THE
CONVAINCRE LES;1;CONVINCE THE
COOPÉRER;1;COOPERATE
COOPÉRATION;1;COOPERATION
COOPERATIVE;1;COOPERATIVE
COOPERATIVE;1;COOPERATIVE
COOPERATIVE;1;COOPERATIVE
COORDONNER;1;COORDINATE
COORDINATION;1;COORDINATION
CORDIAL;1;CORDIAL
CORRIGER;1;FIX
CORRIGER;1;FIX
CORRIGER;1;FIX
CORRECTION;1;CORRECTION
CONSEIL;1;COUNCIL
AVOCAT;1;LAWYER
AVOCAT;1;LAWYER
COURAGE;1;Cheer up
COURAGEUX;1;BRAVE
COURTOIS;1;COURTEOUS
COURTOISIE;1;COURTESY
COURTOIS;1;COURTEOUS
PACTE;1;PACT
COZY;1;COZY
CRÉER;1;CREATE
CRÉATIVE;1;CREATIVE
CRÉATIVITÉ;1;CREATIVITY
INFORMATIONS D’IDENTIFICATION;1;IDENTIFICATION INFORMATION
CRÉDIBILITÉ;1;CREDIBILITY
CRÉDIBLE;1;CREDIBLE
CRÉDIT;1;CREDIT
CRÉDIT;1;CREDIT
CROISADE;1;CRUSADE
CRUSADER;1;CRUSADER
CUDDLE;1;CUDDLE
SON POINT CULMINANT;1;ITS HIGHEST POINT
POINT CULMINANT;1;HIGHLIGHT
CULTIVER;1;CULTIVATE
CULTIVER;1;CULTIVATE
CULTURE;1;CULTURE
CULTURE;1;CULTURE
CUPIDON;1;CUPID
CURE;1;CURE
CURE;1;CURE
RÉVÉRENCE;1;REVERENCE
MIGNON;1;CUTE
DANSE;1;DANCE
DANSE;1;DANCE
DANSE;1;DANCE
DARE;1;DARE
OSER;1;DARE TO
DARLING;1;DARLING
DAUNTLESS;1;DAUNTLESS
DAWN;1;DAWN
DAZZLE;1;DAZZLE
DEAL;1;DEAL
DEAR;1;DEAR
DEAR;1;DEAR
DÉCENCE;1;DECENCY
DÉCENT;1;DECENT
DÉCHIFFRER;1;DECIPHER
DÉCORER;1;DECORATE
DÉCORATION;1;DECORATION
DÉCORATIFS;1;DECORATIVE
CONSACRER;1;DEVOTE
CONSACRER;1;DEVOTE
DÉVOUEMENT;1;DEDICATION
DÉDUIRE;1;DEDUCT
DÉFENDRE;1;DEFEND
DÉFENSEUR;1;DEFENDER
DÉFENSE;1;DEFENCE
DÉFÉRENCE;1;DEFERENCE
DÉFINITIF;1;FINAL
DÉLICATESSE;1;DELICACY
DÉLICAT;1;DELICATE
DELIGHT;1;DELIGHT
DELIGHT;1;DELIGHT
DÉLICIEUX;1;DELICIOUS
SÛRETÉ DE FONCTIONNEMENT;1;OPERATING SAFETY
FIABLE;1;RELIABLE
DESCRY;1;DESCRY
MÉRITENT D’ÊTRE;1;DESERVE TO BE
JUSTE TITRE;1;JUST TITLE
SOUHAITABLE;1;DESIRABLE
DÉSIREUX;1;EAGER
CONSACRER;1;DEVOTE
CONSACRER;1;DEVOTE
DÉVOTION;1;DEVOTION
DÉVOT;1;DEVOTEE
DEXTÉRITÉ;1;DEXTERITY
CREUSER;1;DIG
DIGNE;1;WORTHY
DONNER DE LA DIGNITÉ;1;DIGNIFY
DIGNITÉ;1;DIGNITY
DILIGENT;1;DILIGENT
DISCERNER;1;DISCERN
DISCRET;1;DISCREET
POUVOIR DISCRÉTIONNAIRE;1;DISCRETION
DISCUTER;1;DISCUSS
DISTINCTS;1;SEPARATE
DISTINCTION;1;DISTINCTION
DISTINCTIVE;1;DISTINCTIVE
FAIRE LA DISTINCTION;1;MAKE THE DISTINCTION
FAIRE LA DISTINCTION;1;MAKE THE DISTINCTION
DISTINGUÉS;1;DISTINGUISHED
DIVINE;1;DIVINE
DIVINE;1;DIVINE
DIVINITÉ;1;DIVINITY
POSITION DOMINANTE;1;DOMINANT POSITION
FAIRE UN DON;1;MAKE A DONATION
DON;1;DON
« CHOUCHOUTER »;1;"""PAMPERED""."
SANS AUCUN DOUTE;1;WITHOUT A DOUBT
DREAMLAND;1;DREAMLAND
DURABILITÉ;1;SUSTAINABILITY
DURABLE;1;SUSTAINABLE
DYNAMIQUE;1;DYNAMICS
DÉSIREUX;1;EAGER
EMPRESSEMENT;1;EAGERNESS
EARNEST;1;EARNEST
SÉRIEUX;1;Are you serious
FACILITÉ;1;EASE
FACILITÉ;1;EASE
FACILE;1;EASY
FACILE;1;EASY
FACILE;1;EASY
FACILE;1;EASY
ÉCONOMISER;1;SAVE
EXTASE;1;ECSTASY
EXTATIQUE;1;ECSTATIC
COMESTIBLES;1;EDIBLE
SES ÉTUDES;1;HIS STUDIES
ÉDUCATION;1;EDUCATION
L’ÉDUCATION;1;EDUCATION
EFFICACE;1;EFFECTIVE
EFFICACITÉ;1;EFFICIENCY
EFFICACITÉ;1;EFFICIENCY
EFFICACITÉ;1;EFFICIENCY
EFFICACE;1;EFFECTIVE
ÉLABORER;1;DEVELOP
ELABORATION;1;DEVELOPMENT
ELATE;1;ELATE
ÉLÉGANCE;1;ELEGANCE
ÉLÉGANT;1;ELEGANT
ÉLOQUENT;1;ELOQUENT
EMBELLIR;1;BEAUTIFY
ÉTREINTE;1;EMBRACE
ÉTREINTE;1;EMBRACE
EMINENCE;1;EMINENCE
ÉMINENT;1;EMINENT
EMPATHIE;1;EMPATHY
HABILITER LES;1;EMPOWER THE
EMPOWERMENT;1;EMPOWERMENT
ENABLE;1;ENABLE
ENCHANTER;1;ENCHANT
ENCHANTER;1;ENCHANT
ENCHANTEMENT;1;ENCHANTMENT
ENCOURAGER LES;1;ENCOURAGE THE
ENCOURAGER LES;1;ENCOURAGE THE
ENCOURAGEMENT;1;ENCOURAGEMENT
AIMER;1;LOVE
ENDOSSER;1;ENDORSE
DOTER;1;EQUIP
ENDURANCE;1;ENDURANCE
ÉNERGIQUE;1;ENERGETIC
METTRE SOUS TENSION;1;TURN ON THE POWER
S’ENGAGER;1;ENGAGE
AMÉLIORER;1;IMPROVE
MISE EN VALEUR;1;DEVELOPMENT
PROFITEZ DE;1;ENJOY
AGRÉABLE;1;NICE
JOUISSANCE;1;ENJOYMENT
ÉCLAIRER;1;ENLIGHTEN
ÉCLAIRER;1;ENLIGHTEN
SIÈCLE DES LUMIÈRES;1;AGE OF ENLIGHTENMENT
ENRICHIR;1;ENRICH
ENRICHISSEMENT;1;ENRICHMENT
ENSEMBLE;1;SET
VEILLER À CE;1;ENSURE TO THIS
DIVERTIR;1;ENTERTAIN
DIVERTIR;1;ENTERTAIN
DIVERTISSEMENT;1;ENTERTAINMENT
ENTHOUSIASME;1;ENTHUSIASM
ENTHOUSIASTE;1;ENTHUSIASTIC
D’ENTREPRISE;1;BUSINESS
CONFIER;1;ENTRUST
ENVISION;1;ENVISION
ÉGALITÉ;1;EQUALITY
EQUITABLE;1;FAIR
CAPITAUX PROPRES;1;EQUITY
ESSENTIEL;1;ESSENTIAL
ESSENTIEL;1;ESSENTIAL
METTRE EN PLACE;1;IMPLEMENT
METTRE EN PLACE;1;IMPLEMENT
ESTIME DE SOI;1;SELF-ESTEEM
ÉTHIQUES;1;ETHICAL
DÉONTOLOGIE;1;ETHICS
RÈGLES DE CONDUITE;1;RULES OF CONDUCT
MÊME;1;SAME
MÊME;1;SAME
EVERLASTING;1;EVERLASTING
EXACT;1;EXACT
EXACT;1;EXACT
EXALTER;1;EXALT
EXCEL;1;EXCEL
EXCELLENCE;1;EXCELLENCE
Excellente;1;Excellent
EXCITER;1;EXCITE
EXCITER;1;EXCITE
EXCITÉ;1;EXCITED
EXCITEDNESS;1;EXCITEDNESS
EXCITATION;1;EXCITEMENT
EFFORT;1;EFFORT
JOIE DE VIVRE;1;JOY OF LIVING
EXOTIQUES;1;EXOTIC
EXPÉRIENCE;1;EXPERIENCE
EXPÉRIENCE;1;EXPERIENCE
EXPERT;1;EXPERT
EXPERT;1;EXPERT
EXQUISE;1;EXQUISITE
EXTOL;1;EXTOL
EXTRAORDINAIRE;1;EXTRAORDINARY
EXTRAVAGANCE;1;EXTRAVAGANCE
EXUBÉRANCE;1;EXUBERANCE
EXUBÉRANTE;1;EXUBERANT
EXULT;1;EXULT
EXULTATION;1;EXULTATION
ŒIL;1;ŒIL
FABULEUX;1;FABULOUS
FACILITER;1;FACILITATE
FACTUEL;1;FACTUAL
JUSTE;1;JUST
JUSTE;1;JUST
JUSTE;1;JUST
ÉQUITÉ;1;EQUITY
FOI;1;FAITH
FOI;1;FAITH
FIDÈLES;1;FAITHFUL
FIDÉLITÉ;1;FIDELITY
FAME;1;FAME
FAMILIER;1;FAMILIAR
FAMILIARITÉ;1;FAMILIARITY
FAMILIARISER LES;1;FAMILIARIZE THE
CÉLÈBRE;1;FAMOUS
FANTAISIE;1;FANCY
FANTASTIQUE;1;FANTASTIC
FANTASY;1;FANTASY
CLAIRVOYANTE;1;CLAIRVOYANT
FASCINATION;1;FASCINATION
A LA MODE;1;FASHION
FAVOR;1;FAVOR
FAVOR;1;FAVOR
FAVOR;1;FAVOR
FAVOR;1;FAVOR
FAVOR;1;FAVOR
FAVORABLE;1;FAVOURABLE
FAVORI;1;FAVORITE
SANS PEUR;1;WITHOUT FEAR
FAISABLE;1;FEASIBLE
FÊTE;1;PARTY
FÊTE;1;PARTY
BOURSIER;1;FELLOW
BOURSE DE RECHERCHE;1;RESEARCH GRANT
FERTILES;1;FERTILE
FERVENTE;1;FERVENT
FERVEUR;1;FERVOR
FESTIVAL;1;FESTIVAL
FESTIVE;1;FESTIVE
FESTIVITÉ;1;FESTIVITY
FIDÉLITÉ;1;FIDELITY
FIERY;1;FIERY
FILIAL;1;FILIAL
REMPLIR;1;FILL
AMENDE;1;FINE
AMENDE;1;FINE
AMENDE;1;FINE
AMENDE;1;FINE
AMENDE;1;FINE
FERMETÉ;1;FIRMNESS
S’ADAPTER;1;ADAPT
S’ADAPTER;1;ADAPT
REMISE EN FORME;1;FITNESS
FLAIR;1;FLAIR
FLASHY;1;FLASHY
PLUS PLAT;1;MORE DISH
FLATTERIE;1;FLATTERY
FLAUNT;1;FLAUNT
SANS FAILLE;1;FLAWLESS
FLEXIBLE;1;FLEXIBLE
FLIRT;1;FLIRT
S’ÉPANOUIR;1;FLOURISH
FLUENT;1;FLUENT
FRIAND;1;FRIAND
FRIAND;1;FRIAND
FRIAND;1;FRIAND
FRIAND;1;FRIAND
FRIAND;1;FRIAND
FRIAND;1;FRIAND
FRIAND;1;FRIAND
TENDRESSE;1;TENDERNESS
AVANT TOUT;1;ABOVE ALL
PROSPECTIVE;1;PROSPECTIVE
A PARDONNÉ;1;A FORGIVEN
