Word;Polarity;Retranslation
DÉLICIEUSEMENT;1;DELICIOUSLY
ENCHANTANT;1;ENCHANTING
DÉLICES;1;DELIGHTS
SÛRETÉ DE FONCTIONNEMENT;1;OPERATING SAFETY
FIABLE;1;RELIABLE
SOUHAITABLE;1;DESIRABLE
VOUS LE SOUHAITEZ;1;YOU WANT
MALGRÉ;1;DESPITE
DESTINÉ;1;INTENDED
DILIGENT;1;DILIGENT
AVEC DILIGENCE;1;DILIGENTLY
DISTINCTION;1;DISTINCTION
DISTINCTIONS;1;DISTINCTIONS
DISTINCTIVE;1;DISTINCTIVE
DISTINCTEMENT;1;DISTINCTLY
CARACTÈRE DISTINCTIF;1;DISTINCTIVE CHARACTER
RÊVE;1;DREAM
PLUS FACILE;1;EASIER
FACILEMENT;1;EASILY
FACILE;1;EASY
EFFICACE;1;EFFECTIVE
GAINS D’EFFICACITÉ;1;EFFICIENCY GAINS
EFFICACITÉ;1;EFFICIENCY
EFFICACE;1;EFFECTIVE
EFFICACEMENT;1;EFFECTIVELY
HABILITER LES;1;EMPOWER THE
LE POUVOIR;1;POWER
EMPOWERING;1;EMPOWERING
DONNE LE POUVOIR;1;EMPOWERS
ENABLE;1;ENABLE
ACTIVÉ;1;ACTIVE
PERMET;1;ALLOWS
CE QUI PERMET;1;THIS ALLOWS
ENCOURAGÉ;1;ENCOURAGED
ENCOURAGEMENT;1;ENCOURAGEMENT
ENCOURAGE LES;1;ENCOURAGES THE
ENCOURAGER;1;ENCOURAGE
AMÉLIORER;1;IMPROVE
ENHANCED;1;ENHANCED
MISE EN VALEUR;1;DEVELOPMENT
AMÉLIORATIONS;1;IMPROVEMENTS
AMÉLIORE LA;1;IMPROVES THE
AMÉLIORATION DE;1;IMPROVEMENT OF
PROFITEZ DE;1;ENJOY
AGRÉABLE;1;NICE
AGRÉABLEMENT;1;PLEASANTLY
APPRÉCIÉ;1;APPRECIATED
BÉNÉFICIANT;1;BENEFITING
JOUISSANCE;1;ENJOYMENT
BÉNÉFICIE D';1;BENEFITS FROM
ENTHOUSIASME;1;ENTHUSIASM
ENTHOUSIASTE;1;ENTHUSIASTIC
AVEC ENTHOUSIASME;1;WITH ENTHUSIASM
EXCELLENCE;1;EXCELLENCE
Excellente;1;Excellent
EXCELLANT;1;EXCELLING
EXCELLE;1;EXCELS
EXCEPTIONNEL;1;EXCEPTIONAL
EXCEPTIONNELLEMENT;1;EXCEPTIONALLY
EXCITÉ;1;EXCITED
EXCITATION;1;EXCITEMENT
EXCITANT;1;EXCITING
EXCLUSIF;1;EXCLUSIVE
EXCLUSIVEMENT;1;EXCLUSIVELY
EXCLUSIVITÉ;1;EXCLUSIVE
EXCLUSIVITÉS;1;EXCLUSIVES
EXCLUSIVITÉ;1;EXCLUSIVE
EXEMPLAIRE;1;COPY
FANTASTIQUE;1;FANTASTIC
FAVORABLE;1;FAVOURABLE
FAVORABLEMENT;1;FAVORABLY
FAVORISÉE;1;FAVORED
FAVORISANT;1;PROMOTING
FAVORI;1;FAVORITE
FAVORIS;1;FAVORITES
AMICALE;1;FRIENDLY
GAIN;1;GAIN
ACQUISE;1;ACQUIRED
GAGNE;1;WINS
GAINS;1;GAINS
BON;1;GOOD
GRANDE;1;LARGE
UNE PLUS GRANDE;1;A LARGER
PLUS GRAND;1;MORE GRAND
GRANDEMENT;1;GREATLY
GRANDEUR;1;GREATNESS
PLUS HEUREUX;1;MORE HAPPY
HEUREUSEMENT;1;FORTUNATELY
BONHEUR;1;HAPPINESS
HEUREUX;1;HAPPY
PLUS HAUT;1;Higher
HONOR;1;HONOR
HONORABLE;1;HONOURABLE
À L’HONNEUR;1;IN THE SPOTLIGHT
HONORANT;1;HONORING
MENTION ASSEZ BIEN;1;MENTION RATHER WELL
IDÉAL;1;IDEAL
IMPRESS;1;IMPRESS
A IMPRESSIONNÉ;1;A IMPRESSED
IMPRESSIONNE;1;IMPRESSES
IMPRESSIONNER;1;IMPRESS
IMPRESSIONNANTE;1;IMPRESSIVE
IMPRESSIONNANTE;1;IMPRESSIVE
AMÉLIORER;1;IMPROVE
AMÉLIORÉE;1;IMPROVED
AMÉLIORATION;1;IMPROVEMENT
AMÉLIORATIONS;1;IMPROVEMENTS
AMÉLIORE LA;1;IMPROVES THE
AMÉLIORATION DE LA;1;IMPROVEMENT OF THE
INCROYABLE;1;INCREDIBLE
INCROYABLEMENT;1;INCREDIBLY
INFLUENT;1;INFLUENTIAL
INFORMATIVE;1;INFORMATIVE
INGÉNIOSITÉ;1;INGENUITY
INNOVER;1;INNOVATE
INNOVÉ;1;INNOVATED
INNOVE;1;INNOVATES
INNOVER;1;INNOVATE
INNOVATION;1;INNOVATION
INNOVATIONS;1;INNOVATIONS
INNOVANTES;1;INNOVATIVE
CAPACITÉ D’INNOVATION;1;CAPACITY FOR INNOVATION
INNOVATOR;1;INNOVATOR
INNOVATEURS;1;INNOVATORS
PERSPICACE;1;INSIGHTFUL
SOURCE D’INSPIRATION;1;SOURCE OF INSPIRATION
SOURCE D’INSPIRATION;1;SOURCE OF INSPIRATION
INTÉGRITÉ;1;INTEGRITY
INVENTER;1;INVENT
INVENTÉ;1;INVENTED
INVENTER;1;INVENT
INVENTION;1;INVENTION
INVENTIONS;1;INVENTIONS
ACTIVITÉ INVENTIVE;1;INVENTIVE ACTIVITY
INVENTIVITÉ;1;INVENTIVENESS
INVENTEUR;1;INVENTOR
INVENTEURS;1;INVENTORS
LEADERSHIP;1;LEADERSHIP
MENANT;1;LEADING
FIDÈLE;1;FAITHFUL
LUCRATIVE;1;LUCRATIVE
MÉRITOIRE;1;MERITORIOUS
OCCASIONS;1;OPPORTUNITIES
OCCASION;1;OPPORTUNITY
OPTIMISTE;1;OPTIMIST
SURPERFORMER;1;OUTPERFORM
A SURPASSÉ;1;SURPASSED A
SURPERFORMANT;1;OUTPERFORMING
SURPASSE;1;SURPASSES
PARFAIT;1;PERFECT
PERFECTIONNÉ;1;PERFECTED
PARFAITEMENT;1;PERFECTLY
SANS-FAUTE;1;FAULTLESS
AGRÉABLE;1;NICE
AGRÉABLEMENT;1;PLEASANTLY
HEUREUX;1;HAPPY
PLAISIR;1;PLEASURE
ABONDANTE;1;ABUNDANT
POPULAIRES;1;POPULAR
POPULARITÉ;1;POPULARITY
POSITIF;1;POSITIVE
POSITIVEMENT;1;POSITIVELY
PRÉÉMINENCE;1;RULE
PAR EXCELLENCE;1;BY EXCELLENCE
PREMIER MINISTRE;1;PRIME MINISTER
PREMIERE;1;FIRST
PRESTIGE;1;PRESTIGE
PRESTIGIEUX;1;PRESTIGIOUS
PROACTIVE;1;PROACTIVE
PROACTIVEMENT;1;PROACTIVELY
COMPÉTENCE;1;COMPETENCE
UTILISATEUR EXPÉRIMENTÉ;1;EXPERIENCED USER
AVEC COMPÉTENCE;1;COMPETENTLY
RENTABILITÉ;1;PROFITABILITY
RENTABLE;1;PROFITABLE
AVEC PROFIT;1;WITH PROFIT
PROGRÈS;1;PROGRESS
A PROGRESSÉ;1;PROGRESS HAS
PROGRESSE;1;PROGRESSES
PROGRESSE;1;PROGRESSES
A PROSPÉRÉ;1;A PROSPEROUS
LA PROSPÉRITÉ;1;PROSPERITY
PROSPÉRITÉ;1;PROSPERITY
PROSPÈRE;1;PROSPEROUS
PROSPÈRE;1;PROSPEROUS
REBOND;1;REBOUND
A REBONDI;1;A BOUNCED
REBONDISSEMENT;1;TWIST
RÉCEPTIF;1;RECEPTIVE
REPRENDRE LE;1;RETURN TO THE
A RETROUVÉ;1;FOUND A
REGAGNANT;1;REGAINING
RÉSOUDRE LES;1;SOLVE THE
RÉVOLUTIONNER;1;REVOLUTIONIZE
A RÉVOLUTIONNÉ;1;A REVOLUTIONIZED
RÉVOLUTIONNE;1;REVOLUTIONIZING
EN TRAIN DE RÉVOLUTIONNER;1;REVOLUTIONIZING
RÉCOMPENSE;1;REWARD
RÉCOMPENSÉ;1;REWARDED
GRATIFIANT;1;REWARDING
RÉCOMPENSES;1;REWARDS
SATISFACTION;1;SATISFACTION
MANIÈRE SATISFAISANTE;1;SATISFACTORILY
SATISFAISANTS;1;SATISFACTORY
SATISFAIT;1;SATISFIED
SATISFAIT AUX;1;SATISFIED AT THE
RÉPONDRE À;1;MEET
SATISFAISANT;1;SATISFACTORY
LISSES;1;SMOOTH
LISSAGE;1;SMOOTHING
EN DOUCEUR;1;SMOOTHLY
LISSE;1;SMOOTH
RÉSOUT;1;SOLVES
RÉSOUDRE LES;1;SOLVE THE
SPECTACULAIRE;1;SPECTACULAR
SPECTACULAIREMENT;1;SPECTACULARLY
STABILITÉ;1;STABILITY
STABILISATION;1;STABILIZATION
STABILISATIONS;1;STABILIZATIONS
STABILISER;1;STABILIZE
STABILISÉE;1;STABILIZED
SE STABILISE;1;STABILIZES
STABILISANT;1;STABILIZER
TESTING;1;TESTING
FORCE;1;FORCE
RENFORCER;1;STRENGTHEN
RENFORCÉ;1;STRENGTHENED
RENFORCEMENT;1;STRENGTHENING
RENFORCE;1;STRENGTHENS
POINTS FORTS;1;HIGHLIGHTS
STRONG;1;STRONG
PLUS FORT;1;Louder
PLUS FORT;1;Louder
RÉUSSIR;1;SUCCEED
A RÉUSSI;1;SUCCESSFUL
SUCCÉDANT À;1;SUCCEEDING
SUCCÈDE À;1;SUCCEEDS
SUCCÈS;1;SUCCESS
RÉUSSITES;1;SUCCESS STORIES
RÉUSSIE;1;SUCCESSFUL
AVEC SUCCÈS;1;SUCCESSFULLY
SUPERIOR;1;SUPERIOR
SURPASS;1;SURPASS
A DÉPASSÉ;1;EXCEEDED
SURPASSE;1;SURPASSES
SURPASSANT;1;SURPASSING
TRANSPARENCE;1;TRANSPARENCY
FORMIDABLE;1;GREAT
FORMIDABLEMENT;1;TREMENDOUSLY
INÉGALÉE;1;UNMATCHED
INÉGALÉE;1;UNMATCHED
INÉGALÉE;1;UNMATCHED
REPRISE;1;RECOVERY
REPRISES;1;TIMES
PRÉCIEUSE;1;VALUABLE
VERSATILE;1;VERSATILE
POLYVALENCE;1;VERSATILITY
DYNAMISME;1;DYNAMISM
VIBRANT;1;VIBRATING
WIN;1;WIN
VAINQUEUR;1;WINNER
GAGNANTS;1;WINNERS
GAGNER;1;WIN
DIGNE;1;WORTHY
ABANDONNER;-1;GIVE UP
ABANDONNÉ;-1;ABANDONED
L’ABANDON;-1;ABANDONMENT
ABANDON;-1;ABANDONMENT
ABANDONS;-1;DROP-OUTS
ABANDONNE;-1;GIVE UP
ABDIQUE;-1;ABDICATES
ABDIQUE;-1;ABDICATES
SON ABDICATION;-1;HIS ABDICATION
ABDICATION;-1;ABDICATION
ABDICATIONS;-1;ABDICATIONS
ABERRANTE;-1;ABERRANT
ABERRATION;-1;ABERRATION
ABERRANT;-1;ABERRANT
ABERRATIONS;-1;ABERRATIONS
COMPLICITÉ;-1;COMPLICITY
ANORMALES;-1;ABNORMAL
ANOMALIES;-1;ANOMALIES
ANOMALIE;-1;ANOMALY
ANORMALEMENT;-1;ABNORMALLY
ABOLIR LES;-1;ABOLISH THE
ABOLIE;-1;ABOLISHED
ABOLIT;-1;ABOLISHES
ABOLITION DES;-1;ABOLITION OF
ABROGER;-1;REPEAL
ABROGÉ;-1;REPEALED
ABROGE;-1;REPEALS
ABROGEANT LA;-1;REPEALING THE
ABROGATION;-1;REPEAL
ABROGATIONS;-1;REPEALS
BRUSQUE;-1;SHARP
BRUSQUEMENT;-1;SUDDENLY
ABRUPTNESS;-1;ABRUPTNESS
ABSENCE;-1;ABSENCE
ABSENCES;-1;ABSENCES
ABSENTÉISME;-1;ABSENTEEISM
ABUS;-1;ABUSE
VICTIMES DE VIOLENCE;-1;VICTIMS OF VIOLENCE
ABUS;-1;ABUSE
ABUSER DE;-1;ABUSE
ABUSIVES;-1;ABUSIVE
ABUSIVEMENT;-1;IMPROPERLY
CARACTÈRE ABUSIF;-1;UNDUENESS
ACCIDENT;-1;ACCIDENT
ACCIDENTELLE;-1;ACCIDENTAL
ACCIDENTELLEMENT;-1;ACCIDENTALLY
ACCIDENTS DE;-1;ACCIDENTS OF
ACCUSATION;-1;CHARGE
ACCUSATIONS;-1;CHARGES
ACCUSER;-1;ACCUSE
ACCUSÉ;-1;ACCUSED
ACCUSE;-1;ACCUSED
ACCUSANT;-1;ACCUSING
ACQUIESCER;-1;ACQUIESCE
ACQUIESCÉ;-1;ACQUIESCED
ACQUIESCE;-1;NODS
ACQUIESCER;-1;ACQUIESCE
ACQUIT;-1;AUTREFOIS ACQUIT
ACQUITTE;-1;PAYS
ACQUITTEMENT;-1;ACQUITTAL
ACQUITTEMENTS;-1;ACQUITTALS
ACQUITTÉ;-1;ACQUITTED
L’ACQUITTEMENT;-1;THE ACQUITTAL
FRELATER;-1;ADULTERATE
ADULTÉRÉ;-1;ADULTERY
ALTÉRER;-1;ALTER
ADULTÉRATION;-1;ADULTERATION
FALSIFICATIONS;-1;FALSIFICATIONS
ACCUSATOIRE;-1;ADVERSARIAL
ADVERSAIRES;-1;OPPONENTS
ADVERSAIRE;-1;OPPONENT
EFFETS INDÉSIRABLES;-1;SIDE EFFECTS
DÉFAVORABLEMENT;-1;ADVERSELY
ADVERSITÉS;-1;ADVERSITIES
ADVERSITÉ;-1;ADVERSITY
SUITE;-1;SUITE
SÉQUELLES;-1;SEQUELAE
CONTRE;-1;AGAINST
AGGRAVER;-1;WORSE
AGGRAVÉE;-1;AGGRAVATED
AGGRAVE;-1;GETTING WORSE
CIRCONSTANCES AGGRAVANTES;-1;AGGRAVATING CIRCUMSTANCES
AGGRAVATION;-1;WORSENING
AGGRAVATIONS;-1;AGGRAVATIONS
ALERTÉ;-1;ALERT
ALERTE;-1;ALERT
ALIÉNER;-1;ALIENATE
ALIÉNÉ;-1;INSANE
ÉLOIGNE LES;-1;AWAY FROM THE
S’ALIÉNER;-1;ALIENATING
ALIÉNATION;-1;ALIENATION
ALIENATIONS;-1;DISPOSALS
ALLÉGATION;-1;ALLEGATION
ALLÉGATIONS;-1;ALLEGATIONS
ALLÉGUER;-1;ALLEGE
ALLÉGUÉ;-1;ALLEGED
PRÉTENDUMENT;-1;ALLEGEDLY
ALLÈGUE;-1;ALLEGES
TIRÉ DE LA;-1;TIRE OF THE
ENNUYER;-1;BORED
GÊNE;-1;GENE
ENNUIS;-1;TROUBLE
AGACÉ;-1;ANNOYED
ENNUYEUX;-1;BORING
AGACE;-1;ANNOYS
ANNULER;-1;CANCEL
A ANNULÉ;-1;CANCELED
BRISAI;-1;BROKE
ANNULATION;-1;CANCELLATION
ANNULATIONS;-1;CANCELLATIONS
EST ANNULÉE;-1;IS CANCELLED
ANOMALIES;-1;ANOMALIES
ANORMAL;-1;ABNORMAL
ANORMALEMENT;-1;ABNORMALLY
ANOMALIE;-1;ANOMALY
ANTICONCURRENTIELLES;-1;ANTI-COMPETITIVE
ANTITRUST;-1;ANTITRUST
FAIRE VALOIR;-1;ASSERT
A SOUTENU;-1;SUPPORTED
FAISANT VALOIR;-1;ARGUING
ARGUMENT;-1;ARGUMENT
ARGUMENTATIF;-1;ARGUMENTATIVE
ARGUMENTS;-1;ARGUMENTS
ARRIÉRÉS;-1;ARREARS
ARRIÉRÉS;-1;ARREARS
ARRIÉRÉS;-1;ARREARS
ARRESTATION;-1;ARREST
ARRÊTÉ;-1;ORDER
ARRESTATIONS;-1;ARRESTS
ARTIFICIELLEMENT;-1;ARTIFICIALLY
VOIES DE FAIT;-1;ASSAULT
AGRESSÉ;-1;ASSAULTED
VOIES DE FAIT CONTRE;-1;ASSAULT AGAINST
VOIES DE FAIT;-1;ASSAULT
ASSERTIONS;-1;ASSERTIONS
ATTRITION;-1;ATTRITION
PROJET;-1;PROJECT
ANTIDATE;-1;BACKDATING
MAUVAISE;-1;BAD
EN LIBERTÉ SOUS CAUTION;-1;OUT ON BAIL
PLAN DE SAUVETAGE;-1;RESCUE PLAN
BALK;-1;BALK
HÉSITÉ;-1;HESITATED
FAILLITE;-1;BANKRUPTCY
FAILLITES;-1;BANKRUPTCY
FAILLITE;-1;BANKRUPTCY
EN FAILLITE;-1;BANKRUPT
FAILLITE;-1;BANKRUPTCY
FAILLIS;-1;BANKRUPTS
LES INTERDICTIONS;-1;BANS
BARRÉ;-1;BAR
BARRIÈRE;-1;BARRIER
BARRIÈRES;-1;BARRIERS
GOULOT D’ÉTRANGLEMENT;-1;BOTTLENECK
GOULOTS D’ÉTRANGLEMENT;-1;BOTTLENECKS
BOYCOTT;-1;BOYCOTT
BOYCOTTÉ;-1;BOYCOTTED
BOYCOTTE;-1;BOYCOTT
BOYCOTTS;-1;BOYCOTTS
MANQUEMENT À;-1;FAILURE TO
A MANQUÉ;-1;MISSED
INFRACTIONS AUX;-1;OFFENCES IN THE
VIOLANT;-1;VIOLATING
CASSER;-1;BREAK
RUPTURE;-1;BREAKING
RUPTURES;-1;BREAKS
VENTILATION;-1;VENTILATION
VENTILATIONS;-1;BREAKDOWNS
RUPTURE;-1;BREAKING
PAUSES;-1;BREAKS
POT DE VIN;-1;BRIBE
SOUDOYÉ;-1;BRIBED
POT-DE-VINS;-1;BRIBES
CORRUPTION;-1;CORRUPTION
POTS DE VIN;-1;BRIBES
CORRUPTION;-1;CORRUPTION
PONT;-1;BRIDGE
CASSÉ;-1;BROKEN
FARDEAU;-1;BURDEN
ACCABLÉS;-1;BURDENED
ALOURDIR;-1;ADD
CHARGES;-1;LOADS
LOURDE;-1;HEAVY
BRÛLÉ;-1;BURNED
CALAMITÉS;-1;CALAMITIES
CALAMITEUSE;-1;CALAMITOUS
CALAMITÉ;-1;CALAMITY
Annuler;-1;Cancel
ANNULÉ;-1;CANCELLED
ANNULATION DE;-1;CANCELLATION OF
ANNULATION;-1;CANCELLATION
ANNULATIONS;-1;CANCELLATIONS
ANNULÉ;-1;CANCELLED
ANNULATION;-1;CANCELLATION
ANNULE;-1;CANCELS
IMPRUDENTE;-1;RECKLESS
NÉGLIGEMMENT;-1;CARELESSLY
INSOUCIANCE;-1;CAREFREE
CATASTROPHE;-1;DISASTER
CATASTROPHES;-1;DISASTERS
CATASTROPHIQUES;-1;CATASTROPHIC
NE PAS DIRE COMPLÈTEMENT;-1;NOT TO SAY COMPLETELY
MISE EN GARDE;-1;WARNING
MISE EN GARDE;-1;WARNING
MISE EN GARDE;-1;WARNING
METTANT EN GARDE;-1;WARNING
MISES EN GARDE;-1;CAVEATS
CESSER;-1;STOP
A CESSÉ;-1;QUIT
NE RÉPOND PLUS;-1;UNRESPONSIVE
CESSANT;-1;NO LONGER
CENSURE;-1;CENSORSHIP
MOTION DE CENSURE;-1;MOTION OF CENSURE
CENSURES;-1;CENSURES
CENSURER;-1;CENSOR
DÉFI;-1;CHALLENGE
MIS AU DÉFI;-1;CHALLENGED
DÉFIS;-1;CHALLENGES
CONTESTANT;-1;CONTESTANT
CHARGEOFFS;-1;CHARGEOFFS
CONTOURNER;-1;WORK AROUND
CONTOURNÉ;-1;BYPASSED
CONTOURNER LES;-1;WORK AROUND THE
CONTOURNEMENT;-1;WORKAROUND
CONTOURNEMENTS;-1;WORKAROUNDS
CONTOURNE;-1;BYPASSES
PRÉTENDANT;-1;SUITOR
REVENDICATIONS;-1;CLAIMS
RÉCUPÉRATION FISCALE;-1;TAX RECOVERY
FERMÉ;-1;CLOSED
CLOSEOUT;-1;CLOSEOUT
LIQUIDATIONS;-1;LIQUIDATIONS
FERMETURE;-1;CLOSING
FERMETURES;-1;CLOSURES
FERMETURE;-1;CLOSING
DISPOSITIFS DE FERMETURE;-1;CLOSING DEVICES
CONTRAINDRE;-1;FORCE
SOUS LA CONTRAINTE;-1;UNDER DURESS
CONVERTIT EN VALEUR;-1;CONVERTED VALUE
LE FAIT DE CONTRAINDRE;-1;COMPELLING
COERCITION;-1;COERCION
COERCITIVES;-1;COERCIVE
EFFONDREMENT;-1;COLLAPSE
S’EST EFFONDRÉ;-1;COLLAPSED
S’EFFONDRE;-1;COLLAPSES
S’EFFONDRER;-1;COLLAPSE
COLLISION;-1;COLLISION
COLLISIONS;-1;COLLISIONS
COLLUSION;-1;COLLUSION
ÉTAIT DE CONNIVENCE;-1;WAS COLLUDING
CONNIVENCE;-1;COLLUSION
DE CONNIVENCE;-1;IN COLLUSION
COLLUSION;-1;COLLUSION
COLLUSION;-1;COLLUSION
COLLUSOIRE;-1;COLLUSIVE
SE PLAINDRE;-1;COMPLAIN
S’EST PLAINT;-1;COMPLAINED
SE PLAINDRE;-1;COMPLAIN
SE PLAINT;-1;COMPLAINS
PLAINTE;-1;COMPLAINT
PLAINTES;-1;COMPLAINTS
COMPLIQUER;-1;COMPLICATE
COMPLIQUÉ;-1;COMPLICATED
COMPLIQUE;-1;MORE COMPLICATED
CE QUI COMPLIQUE;-1;WHAT COMPLICATES
COMPLICATION;-1;COMPLICATION
COMPLICATIONS;-1;COMPLICATIONS
CONTRAINTE;-1;CONSTRAINT
CACHÉ;-1;HIDDEN
DISSIMULANT;-1;CONCEALING
CONCÉDER;-1;GRANT
A CONCÉDÉ;-1;GRANTED A
CONCÈDE;-1;CONCEDES
CONCÉDANT;-1;LICENSOR
PRÉOCCUPATION;-1;CONCERN
CONCERNÉS;-1;CONCERNED
PRÉOCCUPATIONS;-1;CONCERNS
CONCILIANT;-1;ACCOMMODATING
CONCILIATION;-1;CONCILIATION
CONCILIATIONS;-1;CONCILIATION PROCEDURES
CONDAMNONS;-1;CONDEMN
CONDAMNATION;-1;CONVICTION
CONDAMNATIONS DES;-1;CONVICTIONS OF
CONDAMNÉ;-1;CONVICT
CONDAMNANT;-1;CONDEMNING
CONDAMNE LE;-1;CONDEMNS THE
FERMER LES YEUX;-1;CLOSE MY EYES
FERME LES YEUX SUR;-1;CLOSE YOUR EYES ON
CONFESSER;-1;CONFESS
A AVOUÉ;-1;A SOLICITOR
CONFESSE;-1;CONFESSION
CONFESSANT;-1;CONFESSING
CONFESSION;-1;CONFESSION
CONFINER;-1;CONFINE
CONFINÉES;-1;CONFINED
CONFINEMENT;-1;CONTAINMENT
ACCOUCHEMENTS;-1;BIRTHS
CONFINS;-1;EDGE
DE CONFINEMENT;-1;CONTAINMENT
CONFISQUER;-1;CONFISCATE
CONFISQUÉS;-1;CONFISCATED
CONFISQUE;-1;CONFISCATE
CONFISQUANT;-1;CONFISCATING
CONFISCATION;-1;CONFISCATION
CONFISCATIONS;-1;FORFEITURES
CONFLIT;-1;CONFLICT
EN CONTRADICTION;-1;IN CONTRADICTION
CONFLICTUELLES;-1;CONFLICTING
CONFLITS;-1;CONFLICTS
FAIRE FACE À;-1;DO DEAL WITH
CONFRONTATION;-1;CONFRONTATION
CONFLICTUEL;-1;CONFRONTATIONAL
AFFRONTEMENTS;-1;CLASHES
CONFRONTÉ;-1;CONFRONTED
FACE AUX;-1;FACED WITH THE
CONFRONTE;-1;CONFRONTS
CONFONDRE;-1;CONFUSE
CONFONDU;-1;CONFUSED
CONFOND;-1;CONFUSES
CONFUSION ENTRE;-1;CONFUSION BETWEEN
PRÊTER À CONFUSION;-1;CONFUSING
CONFUSION;-1;CONFUSION
COMPLOTS;-1;CONSPIRACIES
CONSPIRATION;-1;CONSPIRACY
CONSPIRATEUR;-1;CONSPIRATOR
CONSPIRATION;-1;CONSPIRACY
CONSPIRATEURS;-1;CONSPIRATORS
CONSPIRER;-1;CONSPIRE
CONSPIRÉ;-1;CONSPIRED
CONSPIRE;-1;CONSPIRES
CONSPIRER;-1;CONSPIRE
OUTRAGE AU TRIBUNAL;-1;CONTEMPT OF COURT
PRÉTENDENT;-1;CLAIM
A SOUTENU;-1;SUPPORTED
PRÉTENDANT;-1;SUITOR
SOUTIENT;-1;SUPPORTS
CONTENTION;-1;CONTENTION
PRÉTENTIONS;-1;CLAIMS
CONTENTIEUSE;-1;LITIGATION
PÉREMPTOIRE;-1;PEREMPTORY
CONTESTÉ;-1;DISPUTED
CONTESTANT;-1;CONTESTANT
CONTRACTION;-1;CONTRACTION
CONTRACTIONS;-1;CONTRACTIONS
CONTREDIRE;-1;CONTRADICT
CONTREDIT;-1;DOUBT
CONTREDISANT;-1;CONTRADICTING
CONTRADICTION;-1;CONTRADICTION
CONTRADICTIONS;-1;CONTRADICTIONS
